course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres
Gulf State Park Golf Course,20115 State Highway 135,Gulf Shores,AL,20115,Municipal,18 Holes,(251) 948-4653,-87.678015,30.265806,Colonial Acres Country Club,103.97132096917149,263632.90599036345,NA
Craft Farms Golf Resort,3840 Cotton Creek Blvd,Gulf Shores,AL,36542-2729,Public,36 Holes,(251) 968-7500,-87.669298,30.304795,Colonial Acres Country Club,103.97132096917149,259466.9362691333,NA
Kiva Dunes,815 Plantation Rd,Gulf Shores,AL,36542-8286,Public,18 Holes,(251) 540-7000,-87.888474,30.235553,Colonial Acres Country Club,103.97132096917149,277122.8424515288,NA
Peninsula Golf & Racquet Club,20 Peninsula Blvd,Gulf Shores,AL,36542-8280,Public,54 Holes,(251) 968-8009,-87.773899,30.251587,Colonial Acres Country Club,103.97132096917149,269713.9149465353,NA
The Golf Club of the Wharf,520 Clubhouse Dr,Gulf Shores,AL,36542-3490,Public,18 Holes,(251) 968-4501,-87.701114,30.270101,Colonial Acres Country Club,103.97132096917149,264341.5080881427,NA
Lake Guntersville State Park Golf Course,7966 Al Highway 227,Guntersville,AL,35976-8280,Municipal,18 Holes,(256) 571-5458,-86.217249,34.369603,Albertville Country Club,103.67219765640826,8060.022030795707,NA
Gunter's Landing,1000 Gunters Landing Rd,Guntersville,AL,35976-8627,Public,18 Holes,(256) 582-3000,-86.255397,34.394562,Albertville Country Club,103.67219765640826,11763.94606913749,NA
Stoney Mountain Golf Course,5200 Georgia Mountain Rd,Guntersville,AL,35976-7229,Public,18 Holes,(256) 582-2598,-86.388367,34.374594,Arab Country Club,105.86651118903929,13184.96883269092,NA
Haleyville Country Club,1331 Airport Road,Haleyville,AL,35565,Private,18 Holes,(205) 486-3906,-87.604364,34.277349,McFarland Municipal Golf Course and Park,134.73466204774354,56713.48903050582,NA
Cullman Municipal Golf Club,2321 County Road 490,Hanceville,AL,35077-8125,Municipal,18 Holes,(256) 739-2386,-86.831362,34.110408,Arab Country Club,105.86651118903929,36834.20577984247,NA
Quail Creek Golf Course & Conference Center,233 Quail Creek Dr,Hartselle,AL,35640-6952,Public,18 Holes,(256) 784-5033,-86.863833,34.390421,Arab Country Club,105.86651118903929,31361.284648822144,NA
Harvest Hills,791 Harvest Rd,Harvest,AL,35749-8625,Public,18 Holes,(256) 890-0705,-86.740041,34.859823,Monrovia Public Golf Course,108.10870592664884,10938.109729459853,NA
Plantation Golf Club,11900 State Highway 160,Hayden,AL,11900,Public,27 Holes,(205) 559-8200,-86.668003,33.949571,Horse Creek Mun Golf Course,211.92787342835427,42322.668870496855,NA
Headland Country Club,4175 State Highway 134 E,Headland,AL,36345-6403,Public,9 Holes,(334) 693-2324,-85.260701,31.351977,Lakewood Golf Course,92.56804384411222,129690.51884193374,NA
Silver Ridge Golf Club,195 Golf Club Dr,Horton,AL,35980-8796,Public,18 Holes,(256) 593-4055,-86.372523,34.16761,Albertville Country Club,103.67219765640826,20842.02600206144,NA
Huntsville Municipal Golf Course,2151 Airport Rd SW,Huntsville,AL,35801-5364,Municipal,18 Holes,(256) 880-1151,-86.584758,34.688979,Huntsville Golf and Country Club,121.24023042748634,6593.698239967679,NA
Huntsville Country Club,2601 Oakwood Ave NW,Huntsville,AL,35810-4309,Private,18 Holes,(256) 859-3110,-86.612913,34.749339,Huntsville Golf and Country Club,121.24023042748634,12.657708036104884,121.24023042748634
Valley Hill Country Club,8300 Valley Hill Dr SE,Huntsville,AL,35802-3228,Private,27 Holes,(256) 883-7620,-86.543117,34.657309,Huntsville Golf and Country Club,121.24023042748634,11540.181842013106,NA
Redstone Golf Course,4140 Goss Road,Huntsville,AL,35898-0001,Semi Private,45 Holes,(256) 883-7977,-86.668185,34.698434,Huntsville Golf and Country Club,121.24023042748634,6624.567409692571,NA
The Ledges Country Club,32 Castle Down Dr,Huntsville,AL,35802-1295,Semi Private,18 Holes,(256) 883-4191,-86.518341,34.671148,Huntsville Golf and Country Club,121.24023042748634,11731.03545776951,NA
Monrovia Golf Course,7130B Highway 72 W,Huntsville,AL,35806,Public,18 Holes,(256) 837-9469,-86.714329,34.75548,Monrovia Public Golf Course,108.10870592664884,34.92425164060786,108.10870592664884
Sunset Landing Golf Course,346 James Record Rd SW,Huntsville,AL,35824-1514,Public,18 Holes,(256) 464-5050,-86.773548,34.658224,Monrovia Public Golf Course,108.10870592664884,12120.751288423184,NA
Silver King Golf Club,7960 Edgar Roberts Rd,Irvington,AL,36544-4144,Public,18 Holes,(251) 824-9660,-88.228975,30.44651,Colonial Acres Country Club,103.97132096917149,278297.8726770604,NA
Jackson Links Golf Course,Pierce Memorial Park,Jackson,AL,36545,Public,9 Holes,(251) 246-9993,-87.891251,31.507903,Colonial Acres Country Club,103.97132096917149,177019.27292678226,NA
Lake Winds Golf Course,95 County Road 40,Jacksons Gap,AL,36861-3142,Municipal,18 Holes,(256) 825-9860,-85.873055,32.885532,Arrowhead Country Club,170.79053391072802,61245.87398666498,NA
Stoney Brook Golf Course,1505 Country Club Dr SW,Jacksonville,AL,36265-3367,Public,18 Holes,(256) 435-3114,-85.773421,33.784875,Albertville Country Club,103.67219765640826,68589.66229120835,NA
Musgrove Country Club,916 Country Club Rd,Jasper,AL,35503-6006,Semi Private,18 Holes,(205) 221-7900,-87.287201,33.905893,Horse Creek Mun Golf Course,211.92787342835427,27225.25002461445,NA
Curry Golf Course,100 Boardwalk Ln,Jasper,AL,35503-5677,Public,9 Holes,(205) 221-5678,-87.211115,33.958805,Horse Creek Mun Golf Course,211.92787342835427,27059.051079790657,NA
Bear Branch Golf Club,3947 Holly Grove Rd,Jasper,AL,35501-7412,Public,9 Holes,(205) 522-9237,-87.327934,33.835633,Horse Creek Mun Golf Course,211.92787342835427,26248.17264858383,NA
Turtle Point Yacht & Country Club,1000 Country Club Dr,Killen,AL,35645,Private,18 Holes,(256) 757-2155,-87.545134,34.843621,McFarland Municipal Golf Course and Park,134.73466204774354,13486.76286136327,NA
Riverside Country Club,2001 Cherry Drive,Lanett,AL,36863,Public,9 Holes,(334) 644-4503,-85.215039,32.87264,Lakewood Golf Course,4.209170235795241,43765.62786969177,NA
Linden Country Club,Highway 28 East,Linden,AL,36748,Private,18 Holes,(334) 295-8678,-87.767996,32.294162,Country Club of Tuscaloosa,92.87102200003747,102345.80354952073,NA
Livingston Country Club,Country Club Road,Livingston,AL,35470,Private,9 Holes,(205) 652-9931,-88.201233,32.600854,Country Club of Tuscaloosa,92.87102200003747,87626.53404972532,NA
Steelwood Country Club,31925 Steelwood Ridge Rd,Loxley,AL,31925,Private,18 Holes,(251) 964-4800,-87.722198,30.698332,Colonial Acres Country Club,103.97132096917149,225864.9959149477,NA
Crenshaw County Rec Club,265 Mount Ida Highway,Luverne,AL,36049,Private,9 Holes,(334) 335-5404,-86.267266,31.702645,Colonial Acres Country Club,103.97132096917149,67437.26089029,NA
Marion Military Institute Golf Course,1101 Washington St,Marion,AL,36756-3213,Public,9 Holes,(334) 683-2178,-87.318588,32.624491,University of Alabama Golf Course,30.38908750598862,64873.956200307824,NA
Cypress Tree Golf Courses,1461 March Street,Montgomery,AL,36112,Semi Private,36 Holes,(334) 263-7587,-86.360922,32.390946,Montgomery Country Club,127.75990331007415,8197.997134505942,NA
Lakeview Country Club,21026 Agnes Dr,McCalla,AL,21026,Public,9 Holes,(205) 477-6125,-87.144449,33.281056,Woodward Country Club,128.86554008924048,23199.862198984614,NA
Cloudmont Ski & Golf Resort,721 County Road 614,Mentone,AL,35984-2434,Public,9 Holes,(256) 634-4344,-85.603204,34.537302,Albertville Country Club,103.67219765640826,60359.725014298034,NA
Colonial Golf Course,400 Colonial Dr,Meridianville,AL,35759-1008,Public,18 Holes,(256) 828-0431,-86.597048,34.873146,Colonial Golf and Country Club,96.4214060554992,65.9984378101738,96.4214060554992
Fox Run Golf Course,870 McCollum Rd,Meridianville,AL,35759-1716,Public,18 Holes,(256) 828-7564,-86.537211,34.87911,Colonial Golf and Country Club,96.4214060554992,4853.82313650043,NA
The Pines Golf Club,307 Deatsville Hwy,Millbrook,AL,36054-1634,Municipal,18 Holes,(334) 285-7529,-86.375389,32.521738,Montgomery Country Club,127.75990331007415,20148.815835680663,NA
Azalea City Golf Course,1000 Gaillard Dr,Mobile,AL,36608-2512,Municipal,18 Holes,(251) 342-4221,-88.162398,30.710567,Colonial Acres Country Club,103.97132096917149,252489.04527244097,NA
Gulf Pines Golf Club,167 Old Bay Front Dr,Mobile,AL,36615-1304,Municipal,18 Holes,(251) 431-6413,-88.061674,30.640932,Colonial Acres Country Club,103.97132096917149,251498.4929950537,NA
Magnolia Grove Golf Club,7001 Magnolia Grove Pkwy,Mobile,AL,36618-4824,Municipal,54 Holes,(251) 645-0075,-88.21261,30.737516,Colonial Acres Country Club,103.97132096917149,253799.9197978478,NA
Country Club of Mobile,4101 Wimbledon Dr W,Mobile,AL,36608-2361,Private,27 Holes,(251) 342-5138,-88.15335,30.68628,Colonial Acres Country Club,103.97132096917149,253809.7078539765,NA
Heron Lakes Country Club,3851 Government Blvd,Mobile,AL,36693-4314,Private,18 Holes,(251) 666-7070,-88.133828,30.642802,Colonial Acres Country Club,103.97132096917149,256016.76567624262,NA
Spring Hill College Golf Course,4000 Dauphin St,Mobile,AL,36608-1780,Public,18 Holes,(251) 380-4655,-88.146485,30.685821,Colonial Acres Country Club,103.97132096917149,253389.12143353632,NA
Vanity Fair Golf & Tennis Club,613 Golf Dr,Monroeville,AL,36460-2287,Private,18 Holes,(251) 575-4700,-87.340089,31.519735,Colonial Acres Country Club,103.97132096917149,133763.02841654912,NA
Montevallo Golf Club,1481 Shelby County Highway 204,Montevallo,AL,35115,Municipal,18 Holes,(205) 665-8057,-86.873531,33.102673,Woodward Country Club,128.86554008924048,36971.42884093354,NA
Gateway Park Executive Golf Course,3800 Davenport Pkwy,Montgomery,AL,36105,Municipal,18 Holes,(334) 284-7920,-86.326554,32.335042,Montgomery Country Club,127.75990331007415,4348.295396295701,NA
Lagoon Park Golf Course,2855 Lagoon Park Dr,Montgomery,AL,36109-1112,Municipal,18 Holes,(334) 271-7000,-86.221294,32.400294,Montgomery Country Club,127.75990331007415,7202.112985794105,NA
Arrowhead Golf & Country Club,50 Ocala Dr,Montgomery,AL,36117-4139,Private,18 Holes,(334) 272-7180,-86.144678,32.378926,Arrowhead Country Club,170.79053391072802,34.96801506153298,170.79053391072802
Bonnie Crest Country Club,1410 Federal Dr,Montgomery,AL,36107-1124,Semi Private,18 Holes,(334) 272-9316,-86.272271,32.398724,Montgomery Country Club,127.75990331007415,4597.876040429217,NA
Montgomery Country Club,3001 Narrow Lane Rd,Montgomery,AL,36106-2216,Semi Private,18 Holes,(334) 264-7198,-86.282368,32.351498,Montgomery Country Club,127.75990331007415,0,127.75990331007415
Wynlakes Golf & Country Club,7900 Wynlakes Blvd,Montgomery,AL,36117-5165,Semi Private,18 Holes,(334) 279-0297,-86.149479,32.349475,Arrowhead Country Club,170.79053391072802,2720.6161431509686,NA
Cottonwood Golf Club,7160 Byron Nelson Blvd,Montgomery,AL,36116-6046,Public,18 Holes,(334) 281-3344,-86.174376,32.247291,Colonial Acres Country Club,103.97132096917149,11200.502153757485,NA
Magnolia Golf Club,3346 Elsberry Rd,Montgomery,AL,36116-3018,Public,18 Holes,(334) 288-3310,-86.270866,32.318126,Colonial Acres Country Club,103.97132096917149,0,103.97132096917149
Tallapoosa Lakes Golf Course,1501 Dozier Rd,Montgomery,AL,36117-6422,Public,36 Holes,(334) 260-4900,-86.135717,32.419455,Arrowhead Country Club,170.79053391072802,4076.051919644741,NA
Green Briar Golf Course,1130 Morris Majestic Rd,Morris,AL,35116-1832,Public,18 Holes,(205) 647-2680,-86.792639,33.75806,Horse Creek Mun Golf Course,211.92787342835427,24570.265806006588,NA
Deer Run Golf Course,1175 County Road 100,Moulton,AL,35650-5117,Municipal,18 Holes,(256) 974-7384,-87.311735,34.433911,Woodland Golf Course,58.3182322758421,47805.20153088936,NA
Cypress Lakes Golf & Country Club,1311 E 6th St,Muscle Shoals,AL,35661-3519,Public,18 Holes,(256) 386-7783,-87.659718,34.730226,McFarland Municipal Golf Course and Park,134.73466204774354,6239.81294287984,NA
The Shoals Golf Club,990 Sunbelt Pkwy,Muscle Shoals,AL,35661-4672,Public,36 Holes,(256) 446-5111,-87.535206,34.817814,McFarland Municipal Golf Course and Park,134.73466204774354,13339.928143189412,NA
Hidden Meadows Golf Course,13000 Old Cove Rd,Northport,AL,13000,Public,18 Holes,(205) 339-3673,-87.638899,33.293178,Ol' Colony Golf Course,60.107821111289496,9951.297338833181,NA
Heritage Golf Course,671 Heritage Rd,Oneonta,AL,35121-3022,Public,18 Holes,(205) 274-2390,-86.46493,33.973678,Arab Country Club,105.86651118903929,39444.93799958644,NA
Limestone Springs Golf Club,3000 Colonial Dr,Oneonta,AL,35121-3560,Public,18 Holes,(205) 274-4653,-86.56757,33.895796,Boswell Golf Course,104.96202995045172,46485.8160099681,NA
Whispering Pines Golf Club,765 Morton Rd,Oneonta,AL,35121-7316,Public,18 Holes,(205) 274-9136,-86.407295,33.92928,Albertville Country Club,103.67219765640826,44431.512439309445,NA
Saugahatchee Country Club,3800 Bent Creek Rd,Opelika,AL,36804-7602,Private,18 Holes,(334) 749-3441,-85.417515,32.600131,Lakewood Golf Course,4.209170235795241,37348.53459567425,NA
Grand National Golf Course,3000 Sunbelt Pkwy,Opelika,AL,36801-1117,Public,54 Holes,(334) 749-9011,-85.426491,32.676058,Lakewood Golf Course,4.209170235795241,41180.083261612075,NA
Opp Country Club,Highway 84 West,Opp,AL,36467,Private,9 Holes,(334) 493-4342,-86.284816,31.279539,Colonial Acres Country Club,103.97132096917149,114491.60315774853,NA
Orange Beach Golf Center,4700 Easy St,Orange Beach,AL,36561,Municipal,9 Holes,(251) 981-4653,-87.60668,30.290876,Colonial Acres Country Club,103.97132096917149,257822.64488275134,NA
The Robert Trent Jones Golf Trail@ Hampton Cove,450 Old Highway 431,Owens Cross Roads,AL,35763-9304,Public,54 Holes,(256) 551-1818,-86.471284,34.659987,Huntsville Golf and Country Club,121.24023042748634,15791.388399284415,NA
Cider Ridge Golf Club,200 Apple Blossom Way,Oxford,AL,36203-4806,Public,18 Holes,(256) 831-7222,-85.750792,33.594656,Albertville Country Club,103.67219765640826,87778.75219977494,NA
Ozark Country Club,815 Country Club Dr,Ozark,AL,36360-4731,Public,18 Holes,(334) 774-2615,-85.614841,31.474832,Arrowhead Country Club,170.79053391072802,111217.11970253864,NA
Ballantrae Golf Course,1300 Ballantrae Club Dr,Pelham,AL,35124-6200,Municipal,18 Holes,(205) 620-4653,-86.755997,33.260424,Vestavia Country Club,194.0405977417128,20816.954621064677,NA
Oak Mt State Park Golf Course,Oak Mt State Park,Pelham,AL,35124,Municipal,27 Holes,(205) 620-2522,-86.760144,33.332374,Vestavia Country Club,194.0405977417128,12827.732840287283,NA
Pell City Country Club,2021 Golf Course Rd,Pell City,AL,35128,Private,18 Holes,(205) 338-2066,-86.258419,33.559699,Mountain-Brook Country Club,186.11146708208878,44565.82512721209,NA
Pine Harbor Golf & Racquet Club,1218 Pine Harbor Rd,Pell City,AL,35128-6717,Semi Private,18 Holes,(205) 338-4354,-86.272062,33.524899,Mountain-Brook Country Club,186.11146708208878,42893.66870390909,NA
Lakewood Golf Course,2800 Lakewood Dr,Phenix City,AL,36867-2000,Municipal,18 Holes,(334) 291-4726,-85.020077,32.504099,Lakewood Golf Course,92.56804384411222,704.4513540409326,NA
Cumberland Lake Country Club,2150 Cumberland Lake Dr,Pinson,AL,35126-2042,Public,18 Holes,(205) 680-4653,-86.670198,33.770023,Boswell Golf Course,104.96202995045172,29973.325768421946,NA
Marriott Lakewood Golf Club,1 Grand Blvd,Point Clear,AL,36564,Semi Private,36 Holes,(251) 928-1406,-87.918457,30.473009,Colonial Acres Country Club,103.97132096917149,257180.6506162466,NA
Prattville Country Club,723 Highway 82 Bypass,Prattville,AL,36067,Private,18 Holes,(334) 365-4497,-86.490568,32.45151,Montgomery Country Club,127.75990331007415,22100.21188896159,NA
Capitol Hill Golf Course,2600 Constitution Ave,Prattville,AL,36066-7713,Public,54 Holes,(334) 285-1114,-86.402021,32.447063,Montgomery Country Club,127.75990331007415,14932.98805506502,NA
Hidden Oaks Golf Club,469 Kinzie Ln,Rainbow City,AL,35906-9011,Public,9 Holes,(256) 413-4653,-86.065727,33.95149,Albertville Country Club,103.67219765640826,39684.095775023816,NA
Hidden Oaks Par 3 Golf Course,463 Kinzie Ln,Rainbow City,AL,35906,Public,9 Holes,(256) 413-4653,-86.065718,33.951858,Albertville Country Club,103.67219765640826,39645.45342427655,NA
Rainsville Golf & Country Club,390 Pine Hill Rd,Rainsville,AL,35986-4664,Public,9 Holes,(256) 638-8846,-85.806916,34.475419,Albertville Country Club,103.67219765640826,40619.764565936595,NA
Redmont Recreation Club Golf Course,1400 Redmont Dr Nw,Red Bay,AL,35582,Public,18 Holes,(256) 356-8070,-88.147419,34.46454,McFarland Municipal Golf Course and Park,134.73466204774354,54776.39630706903,NA
The Knolls Country Club,Highway 30 East,Reform,AL,35481,Private,9 Holes,(205) 375-2173,-87.980425,33.374022,Country Club of Tuscaloosa,92.87102200003747,40292.88930604882,NA
Roanoke Country Club,1172 Country Club Rd,Roanoke,AL,36274-4055,Public,9 Holes,(334) 863-6416,-85.382288,33.132333,Lakewood Golf Course,4.209170235795241,76499.71855092872,NA
Joe Wheeler State Park Golf Course,201 McLean Dr,Rogersville,AL,35652-6405,Municipal,18 Holes,(256) 247-9308,-87.319689,34.827766,Woodland Golf Course,58.3182322758421,31338.258789188465,NA
Twin Pines Golf Course,1855 Country Club Dr,Russellville,AL,35654-3208,Semi Private,18 Holes,(256) 332-4191,-87.675625,34.571422,McFarland Municipal Golf Course and Park,134.73466204774354,23564.104430491847,NA
Goose Pond Colony Golf Course,417 Ed Hembree Dr,Scottsboro,AL,35769-7859,Municipal,18 Holes,(256) 574-5353,-86.079295,34.598099,Albertville Country Club,103.67219765640826,34983.31901803907,NA
Goose Pond Plantation Golf Course,67 Plantation Pointe Rd,Scottsboro,AL,35768-7178,Municipal,18 Holes,(256) 259-0101,-86.130105,34.639542,Albertville Country Club,103.67219765640826,38418.46523368831,NA
Scottsboro Golf & Country Club,Highway #79 Bypass,Scottsboro,AL,35768,Private,9 Holes,(256) 574-1356,-86.041767,34.637641,Albertville Country Club,103.67219765640826,40259.1158703004,NA
Broken Arrow Golf Course,399 Broken Arrow Dr,Scottsboro,AL,35769-8519,Public,18 Holes,(256) 582-9888,-86.069645,34.609413,Albertville Country Club,103.67219765640826,36452.249045710945,NA
Selma Country Club,103 W Dallas Ave,Selma,AL,36701-6560,Semi Private,18 Holes,(334) 874-6907,-87.044127,32.40602,Montgomery Country Club,127.75990331007415,71702.39458456394,NA
Craig Golf Course,262 Craig Industrial Park,Selma,AL,36701-8139,Public,9 Holes,(334) 872-4451,-86.986899,32.36128,Montgomery Country Club,127.75990331007415,66148.74402941416,NA
Occidental Chemical Co. Golf Course,1000 N Wilson Dam Hwy,Sheffield,AL,35660,Semi Private,9 Holes,(256) 389-2301,-87.692605,34.75973,McFarland Municipal Golf Course and Park,134.73466204774354,2639.708887977403,NA
Shoal Creek,100 New Williamsburg Dr,Shoal Creek,AL,35242-5940,Private,27 Holes,(205) 991-9000,-86.615399,33.43884,Mountain-Brook Country Club,186.11146708208878,12630.976827788072,NA
TimberCreek Golf Club,9650 Timbercreek Blvd,Spanish Fort,AL,36527-5604,Public,54 Holes,(251) 621-9900,-87.85673,30.670241,Colonial Acres Country Club,103.97132096917149,236268.35213420092,NA
Oak Hill Country Club,101 Country Club Rd,Sulligent,AL,35586-4462,Private,9 Holes,(205) 698-9918,-88.119665,33.837625,Ol' Colony Golf Course,60.107821111289496,83744.53210601982,NA
Sylacauga Country Club,1 Fairway Dr,Sylacauga,AL,35150,Private,18 Holes,(256) 249-8084,-86.241561,33.216314,Mountain-Brook Country Club,186.11146708208878,55213.50484502378,NA
