course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres,census_acres
Hatchett Creek Golf Course,Mount Olive Road,Goodwater,AL,35072,Public,9 Holes,(256) 839-5612,-86.099665,33.056103,Arrowhead Country Club,170.7905339,74901.95304,18.50864711,NA
Mountain View Golf Course,3200 Mountain View Dr,Graysville,AL,35073-9691,Public,45 Holes,(205) 674-8362,-86.940498,33.633344,Horse Creek Mun Golf Course,211.9278734,15839.86304,3.914109356,NA
Lakeview Country Club,Millwood Road,Greensboro,AL,36744,Public,9 Holes,(334) 624-8654,-87.634199,32.693137,Country Club of Tuscaloosa,92.871022,56821.15037,14.04079036,NA
The Robert Trent Jones Golf Trail At Cambrian Ridg,101 Sunbelt Pkwy,Greenville,AL,36037-7935,Public,63 Holes,(334) 382-9787,-86.686282,31.896111,Colonial Acres Country Club,103.971321,60344.6959,14.91147608,NA
Greenville Country Club,902 Fort Dale Rd,Greenville,AL,36037-3611,Private,9 Holes,(334) 382-8312,-86.639508,31.846232,Colonial Acres Country Club,103.971321,62103.02101,15.34596701,NA
Pikeville Country Club,1310 Country Club Rd,Guin,AL,35563-3114,Private,18 Holes,(205) 921-9577,-87.905842,33.971968,Horse Creek Mun Golf Course,211.9278734,81557.62627,20.15329724,NA
Craft Farms Golf Resort,3840 Cotton Creek Blvd,Gulf Shores,AL,36542-2729,Public,36 Holes,(251) 968-7500,-87.669298,30.304795,Colonial Acres Country Club,103.971321,259466.9363,64.11557729,NA
Gulf State Park Golf Course,20115 State Highway 135,Gulf Shores,AL,20115,Municipal,18 Holes,(251) 948-4653,-87.678015,30.265806,Colonial Acres Country Club,103.971321,263632.906,65.14500923,NA
The Golf Club of the Wharf,520 Clubhouse Dr,Gulf Shores,AL,36542-3490,Public,18 Holes,(251) 968-4501,-87.701114,30.270101,Colonial Acres Country Club,103.971321,264341.5081,65.32010836,NA
Peninsula Golf & Racquet Club,20 Peninsula Blvd,Gulf Shores,AL,36542-8280,Public,54 Holes,(251) 968-8009,-87.773899,30.251587,Colonial Acres Country Club,103.971321,269713.9149,66.64765695,NA
Kiva Dunes,815 Plantation Rd,Gulf Shores,AL,36542-8286,Public,18 Holes,(251) 540-7000,-87.888474,30.235553,Colonial Acres Country Club,103.971321,277122.8425,68.47843998,NA
Lake Guntersville State Park Golf Course,7966 Al Highway 227,Guntersville,AL,35976-8280,Municipal,18 Holes,(256) 571-5458,-86.217249,34.369603,Albertville Country Club,103.6721977,8060.022031,1.991671744,NA
Gunter's Landing,1000 Gunters Landing Rd,Guntersville,AL,35976-8627,Public,18 Holes,(256) 582-3000,-86.255397,34.394562,Albertville Country Club,103.6721977,11763.94607,2.906929893,NA
Stoney Mountain Golf Course,5200 Georgia Mountain Rd,Guntersville,AL,35976-7229,Public,18 Holes,(256) 582-2598,-86.388367,34.374594,Arab Country Club,105.8665112,13184.96883,3.258071723,NA
Haleyville Country Club,1331 Airport Road,Haleyville,AL,35565,Private,18 Holes,(205) 486-3906,-87.604364,34.277349,McFarland Municipal Golf Course and Park,134.734662,56713.48903,14.01418671,NA
Cullman Municipal Golf Club,2321 County Road 490,Hanceville,AL,35077-8125,Municipal,18 Holes,(256) 739-2386,-86.831362,34.110408,Arab Country Club,105.8665112,36834.20578,9.101916419,NA
Quail Creek Golf Course & Conference Center,233 Quail Creek Dr,Hartselle,AL,35640-6952,Public,18 Holes,(256) 784-5033,-86.863833,34.390421,Arab Country Club,105.8665112,31361.28465,7.749530243,NA
Harvest Hills,791 Harvest Rd,Harvest,AL,35749-8625,Public,18 Holes,(256) 890-0705,-86.740041,34.859823,Monrovia Public Golf Course,108.1087059,10938.10973,2.702861605,NA
Plantation Golf Club,11900 State Highway 160,Hayden,AL,11900,Public,27 Holes,(205) 559-8200,-86.668003,33.949571,Horse Creek Mun Golf Course,211.9278734,42322.66887,10.45814309,NA
Headland Country Club,4175 State Highway 134 E,Headland,AL,36345-6403,Public,9 Holes,(334) 693-2324,-85.260701,31.351977,Lakewood Golf Course,92.56804384,129690.5188,32.04717566,NA
Silver Ridge Golf Club,195 Golf Club Dr,Horton,AL,35980-8796,Public,18 Holes,(256) 593-4055,-86.372523,34.16761,Albertville Country Club,103.6721977,20842.026,5.150168835,NA
Huntsville Municipal Golf Course,2151 Airport Rd SW,Huntsville,AL,35801-5364,Municipal,18 Holes,(256) 880-1151,-86.584758,34.688979,Huntsville Golf and Country Club,121.2402304,6593.69824,1.629335804,NA
Monrovia Golf Course,7130B Highway 72 W,Huntsville,AL,35806,Public,18 Holes,(256) 837-9469,-86.714329,34.75548,Monrovia Public Golf Course,108.1087059,34.92425164,108.1087059,NA
Huntsville Country Club,2601 Oakwood Ave NW,Huntsville,AL,35810-4309,Private,18 Holes,(256) 859-3110,-86.612913,34.749339,Huntsville Golf and Country Club,121.2402304,12.65770804,121.2402304,NA
Valley Hill Country Club,8300 Valley Hill Dr SE,Huntsville,AL,35802-3228,Private,27 Holes,(256) 883-7620,-86.543117,34.657309,Huntsville Golf and Country Club,121.2402304,11540.18184,2.851636634,NA
Redstone Golf Course,4140 Goss Road,Huntsville,AL,35898-0001,Semi Private,45 Holes,(256) 883-7977,-86.668185,34.698434,Huntsville Golf and Country Club,121.2402304,6624.56741,1.63696373,NA
The Ledges Country Club,32 Castle Down Dr,Huntsville,AL,35802-1295,Semi Private,18 Holes,(256) 883-4191,-86.518341,34.671148,Huntsville Golf and Country Club,121.2402304,11731.03546,2.898797517,NA
Sunset Landing Golf Course,346 James Record Rd SW,Huntsville,AL,35824-1514,Public,18 Holes,(256) 464-5050,-86.773548,34.658224,Monrovia Public Golf Course,108.1087059,12120.75129,2.995098247,NA
Silver King Golf Club,7960 Edgar Roberts Rd,Irvington,AL,36544-4144,Public,18 Holes,(251) 824-9660,-88.228975,30.44651,Colonial Acres Country Club,103.971321,278297.8727,68.76879583,NA
Jackson Links Golf Course,Pierce Memorial Park,Jackson,AL,36545,Public,9 Holes,(251) 246-9993,-87.891251,31.507903,Colonial Acres Country Club,103.971321,177019.2729,43.74234744,NA
Lake Winds Golf Course,95 County Road 40,Jacksons Gap,AL,36861-3142,Municipal,18 Holes,(256) 825-9860,-85.873055,32.885532,Arrowhead Country Club,170.7905339,61245.87399,15.13416169,NA
Stoney Brook Golf Course,1505 Country Club Dr SW,Jacksonville,AL,36265-3367,Public,18 Holes,(256) 435-3114,-85.773421,33.784875,Albertville Country Club,103.6721977,68589.66229,16.9488485,NA
Musgrove Country Club,916 Country Club Rd,Jasper,AL,35503-6006,Semi Private,18 Holes,(205) 221-7900,-87.287201,33.905893,Horse Creek Mun Golf Course,211.9278734,27225.25002,6.727495407,NA
Curry Golf Course,100 Boardwalk Ln,Jasper,AL,35503-5677,Public,9 Holes,(205) 221-5678,-87.211115,33.958805,Horse Creek Mun Golf Course,211.9278734,27059.05108,6.686426817,NA
Bear Branch Golf Club,3947 Holly Grove Rd,Jasper,AL,35501-7412,Public,9 Holes,(205) 522-9237,-87.327934,33.835633,Horse Creek Mun Golf Course,211.9278734,26248.17265,6.486054702,NA
Turtle Point Yacht & Country Club,1000 Country Club Dr,Killen,AL,35645,Private,18 Holes,(256) 757-2155,-87.545134,34.843621,McFarland Municipal Golf Course and Park,134.734662,13486.76286,3.332646537,NA
Riverside Country Club,2001 Cherry Drive,Lanett,AL,36863,Public,9 Holes,(334) 644-4503,-85.215039,32.87264,Lakewood Golf Course,4.209170236,43765.62787,10.81470547,NA
Linden Country Club,Highway 28 East,Linden,AL,36748,Private,18 Holes,(334) 295-8678,-87.767996,32.294162,Country Club of Tuscaloosa,92.871022,102345.8035,25.29015979,NA
Livingston Country Club,Country Club Road,Livingston,AL,35470,Private,9 Holes,(205) 652-9931,-88.201233,32.600854,Country Club of Tuscaloosa,92.871022,87626.53405,21.6529547,NA
Steelwood Country Club,31925 Steelwood Ridge Rd,Loxley,AL,31925,Private,18 Holes,(251) 964-4800,-87.722198,30.698332,Colonial Acres Country Club,103.971321,225864.9959,55.81236982,NA
Crenshaw County Rec Club,265 Mount Ida Highway,Luverne,AL,36049,Private,9 Holes,(334) 335-5404,-86.267266,31.702645,Colonial Acres Country Club,103.971321,67437.26089,16.66408435,NA
Marion Military Institute Golf Course,1101 Washington St,Marion,AL,36756-3213,Public,9 Holes,(334) 683-2178,-87.318588,32.624491,University of Alabama Golf Course,30.38908751,64873.9562,16.03067895,NA
Lakeview Country Club,21026 Agnes Dr,McCalla,AL,21026,Public,9 Holes,(205) 477-6125,-87.144449,33.281056,Woodward Country Club,128.8655401,23199.8622,5.732801949,NA
Cloudmont Ski & Golf Resort,721 County Road 614,Mentone,AL,35984-2434,Public,9 Holes,(256) 634-4344,-85.603204,34.537302,Albertville Country Club,103.6721977,60359.72501,14.91518985,NA
Colonial Golf Course,400 Colonial Dr,Meridianville,AL,35759-1008,Public,18 Holes,(256) 828-0431,-86.597048,34.873146,Colonial Golf and Country Club,96.42140606,65.99843781,96.42140606,NA
Fox Run Golf Course,870 McCollum Rd,Meridianville,AL,35759-1716,Public,18 Holes,(256) 828-7564,-86.537211,34.87911,Colonial Golf and Country Club,96.42140606,4853.823137,1.199403966,NA
The Pines Golf Club,307 Deatsville Hwy,Millbrook,AL,36054-1634,Municipal,18 Holes,(334) 285-7529,-86.375389,32.521738,Montgomery Country Club,127.7599033,20148.81584,4.978873137,NA
Azalea City Golf Course,1000 Gaillard Dr,Mobile,AL,36608-2512,Municipal,18 Holes,(251) 342-4221,-88.162398,30.710567,Colonial Acres Country Club,103.971321,252489.0453,62.39130553,NA
Gulf Pines Golf Club,167 Old Bay Front Dr,Mobile,AL,36615-1304,Municipal,18 Holes,(251) 431-6413,-88.061674,30.640932,Colonial Acres Country Club,103.971321,251498.493,62.14653511,NA
Magnolia Grove Golf Club,7001 Magnolia Grove Pkwy,Mobile,AL,36618-4824,Municipal,54 Holes,(251) 645-0075,-88.21261,30.737516,Colonial Acres Country Club,103.971321,253799.9198,62.71522918,NA
Country Club of Mobile,4101 Wimbledon Dr W,Mobile,AL,36608-2361,Private,27 Holes,(251) 342-5138,-88.15335,30.68628,Colonial Acres Country Club,103.971321,253809.7079,62.71764786,NA
Heron Lakes Country Club,3851 Government Blvd,Mobile,AL,36693-4314,Private,18 Holes,(251) 666-7070,-88.133828,30.642802,Colonial Acres Country Club,103.971321,256016.7657,63.26302288,NA
Spring Hill College Golf Course,4000 Dauphin St,Mobile,AL,36608-1780,Public,18 Holes,(251) 380-4655,-88.146485,30.685821,Colonial Acres Country Club,103.971321,253389.1214,62.61371885,NA
Vanity Fair Golf & Tennis Club,613 Golf Dr,Monroeville,AL,36460-2287,Private,18 Holes,(251) 575-4700,-87.340089,31.519735,Colonial Acres Country Club,103.971321,133763.0284,33.05351314,NA
Montevallo Golf Club,1481 Shelby County Highway 204,Montevallo,AL,35115,Municipal,18 Holes,(205) 665-8057,-86.873531,33.102673,Woodward Country Club,128.8655401,36971.42884,9.135824924,NA
Magnolia Golf Club,3346 Elsberry Rd,Montgomery,AL,36116-3018,Public,18 Holes,(334) 288-3310,-86.270866,32.318126,Colonial Acres Country Club,103.971321,0,103.971321,NA
Montgomery Country Club,3001 Narrow Lane Rd,Montgomery,AL,36106-2216,Semi Private,18 Holes,(334) 264-7198,-86.282368,32.351498,Montgomery Country Club,127.7599033,0,127.7599033,NA
Arrowhead Golf & Country Club,50 Ocala Dr,Montgomery,AL,36117-4139,Private,18 Holes,(334) 272-7180,-86.144678,32.378926,Arrowhead Country Club,170.7905339,34.96801506,170.7905339,NA
Cypress Tree Golf Courses,1461 March Street,Montgomery,AL,36112,Semi Private,36 Holes,(334) 263-7587,-86.360922,32.390946,Montgomery Country Club,127.7599033,8197.997135,2.025766082,NA
Gateway Park Executive Golf Course,3800 Davenport Pkwy,Montgomery,AL,36105,Municipal,18 Holes,(334) 284-7920,-86.326554,32.335042,Montgomery Country Club,127.7599033,4348.295396,1.074485534,NA
Lagoon Park Golf Course,2855 Lagoon Park Dr,Montgomery,AL,36109-1112,Municipal,18 Holes,(334) 271-7000,-86.221294,32.400294,Montgomery Country Club,127.7599033,7202.112986,1.779678129,NA
Bonnie Crest Country Club,1410 Federal Dr,Montgomery,AL,36107-1124,Semi Private,18 Holes,(334) 272-9316,-86.272271,32.398724,Montgomery Country Club,127.7599033,4597.87604,1.136158159,NA
Wynlakes Golf & Country Club,7900 Wynlakes Blvd,Montgomery,AL,36117-5165,Semi Private,18 Holes,(334) 279-0297,-86.149479,32.349475,Arrowhead Country Club,170.7905339,2720.616143,0.672277852,NA
Cottonwood Golf Club,7160 Byron Nelson Blvd,Montgomery,AL,36116-6046,Public,18 Holes,(334) 281-3344,-86.174376,32.247291,Colonial Acres Country Club,103.971321,11200.50215,2.767700085,NA
Tallapoosa Lakes Golf Course,1501 Dozier Rd,Montgomery,AL,36117-6422,Public,36 Holes,(334) 260-4900,-86.135717,32.419455,Arrowhead Country Club,170.7905339,4076.05192,1.00721281,NA
Green Briar Golf Course,1130 Morris Majestic Rd,Morris,AL,35116-1832,Public,18 Holes,(205) 647-2680,-86.792639,33.75806,Horse Creek Mun Golf Course,211.9278734,24570.26581,6.071435532,NA
Deer Run Golf Course,1175 County Road 100,Moulton,AL,35650-5117,Municipal,18 Holes,(256) 974-7384,-87.311735,34.433911,Woodland Golf Course,58.31823228,47805.20153,11.81290432,NA
Cypress Lakes Golf & Country Club,1311 E 6th St,Muscle Shoals,AL,35661-3519,Public,18 Holes,(256) 386-7783,-87.659718,34.730226,McFarland Municipal Golf Course and Park,134.734662,6239.812943,1.541888977,NA
The Shoals Golf Club,990 Sunbelt Pkwy,Muscle Shoals,AL,35661-4672,Public,36 Holes,(256) 446-5111,-87.535206,34.817814,McFarland Municipal Golf Course and Park,134.734662,13339.92814,3.296362944,NA
Hidden Meadows Golf Course,13000 Old Cove Rd,Northport,AL,13000,Public,18 Holes,(205) 339-3673,-87.638899,33.293178,Ol' Colony Golf Course,60.10782111,9951.297339,2.459015329,NA
Heritage Golf Course,671 Heritage Rd,Oneonta,AL,35121-3022,Public,18 Holes,(205) 274-2390,-86.46493,33.973678,Arab Country Club,105.8665112,39444.938,9.747041404,NA
Limestone Springs Golf Club,3000 Colonial Dr,Oneonta,AL,35121-3560,Public,18 Holes,(205) 274-4653,-86.56757,33.895796,Boswell Golf Course,104.96203,46485.81601,11.48687757,NA
Whispering Pines Golf Club,765 Morton Rd,Oneonta,AL,35121-7316,Public,18 Holes,(205) 274-9136,-86.407295,33.92928,Albertville Country Club,103.6721977,44431.51244,10.97924888,NA
Saugahatchee Country Club,3800 Bent Creek Rd,Opelika,AL,36804-7602,Private,18 Holes,(334) 749-3441,-85.417515,32.600131,Lakewood Golf Course,4.209170236,37348.5346,9.229009641,NA
Grand National Golf Course,3000 Sunbelt Pkwy,Opelika,AL,36801-1117,Public,54 Holes,(334) 749-9011,-85.426491,32.676058,Lakewood Golf Course,4.209170236,41180.08326,10.17580447,NA
Opp Country Club,Highway 84 West,Opp,AL,36467,Private,9 Holes,(334) 493-4342,-86.284816,31.279539,Colonial Acres Country Club,103.971321,114491.6032,28.2914476,NA
Orange Beach Golf Center,4700 Easy St,Orange Beach,AL,36561,Municipal,9 Holes,(251) 981-4653,-87.60668,30.290876,Colonial Acres Country Club,103.971321,257822.6449,63.70926466,NA
The Robert Trent Jones Golf Trail@ Hampton Cove,450 Old Highway 431,Owens Cross Roads,AL,35763-9304,Public,54 Holes,(256) 551-1818,-86.471284,34.659987,Huntsville Golf and Country Club,121.2402304,15791.3884,3.90213103,NA
Cider Ridge Golf Club,200 Apple Blossom Way,Oxford,AL,36203-4806,Public,18 Holes,(256) 831-7222,-85.750792,33.594656,Albertville Country Club,103.6721977,87778.7522,21.69056856,NA
Ozark Country Club,815 Country Club Dr,Ozark,AL,36360-4731,Public,18 Holes,(334) 774-2615,-85.614841,31.474832,Arrowhead Country Club,170.7905339,111217.1197,27.48230636,NA
Ballantrae Golf Course,1300 Ballantrae Club Dr,Pelham,AL,35124-6200,Municipal,18 Holes,(205) 620-4653,-86.755997,33.260424,Vestavia Country Club,194.0405977,20816.95462,5.143973572,NA
Oak Mt State Park Golf Course,Oak Mt State Park,Pelham,AL,35124,Municipal,27 Holes,(205) 620-2522,-86.760144,33.332374,Vestavia Country Club,194.0405977,12827.73284,3.169796923,NA
Pell City Country Club,2021 Golf Course Rd,Pell City,AL,35128,Private,18 Holes,(205) 338-2066,-86.258419,33.559699,Mountain-Brook Country Club,186.1114671,44565.82513,11.01243822,NA
Pine Harbor Golf & Racquet Club,1218 Pine Harbor Rd,Pell City,AL,35128-6717,Semi Private,18 Holes,(205) 338-4354,-86.272062,33.524899,Mountain-Brook Country Club,186.1114671,42893.6687,10.59924001,NA
Lakewood Golf Course,2800 Lakewood Dr,Phenix City,AL,36867-2000,Municipal,18 Holes,(334) 291-4726,-85.020077,32.504099,Lakewood Golf Course,92.56804384,704.451354,0.174073452,NA
Cumberland Lake Country Club,2150 Cumberland Lake Dr,Pinson,AL,35126-2042,Public,18 Holes,(205) 680-4653,-86.670198,33.770023,Boswell Golf Course,104.96203,29973.32577,7.406558664,NA
Marriott Lakewood Golf Club,1 Grand Blvd,Point Clear,AL,36564,Semi Private,36 Holes,(251) 928-1406,-87.918457,30.473009,Colonial Acres Country Club,103.971321,257180.6506,63.55062467,NA
Prattville Country Club,723 Highway 82 Bypass,Prattville,AL,36067,Private,18 Holes,(334) 365-4497,-86.490568,32.45151,Montgomery Country Club,127.7599033,22100.21189,5.461072859,NA
Capitol Hill Golf Course,2600 Constitution Ave,Prattville,AL,36066-7713,Public,54 Holes,(334) 285-1114,-86.402021,32.447063,Montgomery Country Club,127.7599033,14932.98806,3.690016013,NA
Hidden Oaks Golf Club,469 Kinzie Ln,Rainbow City,AL,35906-9011,Public,9 Holes,(256) 413-4653,-86.065727,33.95149,Albertville Country Club,103.6721977,39684.09578,9.806138486,NA
Hidden Oaks Par 3 Golf Course,463 Kinzie Ln,Rainbow City,AL,35906,Public,9 Holes,(256) 413-4653,-86.065718,33.951858,Albertville Country Club,103.6721977,39645.45342,9.796589768,NA
Rainsville Golf & Country Club,390 Pine Hill Rd,Rainsville,AL,35986-4664,Public,9 Holes,(256) 638-8846,-85.806916,34.475419,Albertville Country Club,103.6721977,40619.76457,10.03734692,NA
Redmont Recreation Club Golf Course,1400 Redmont Dr Nw,Red Bay,AL,35582,Public,18 Holes,(256) 356-8070,-88.147419,34.46454,McFarland Municipal Golf Course and Park,134.734662,54776.39631,13.53552141,NA
The Knolls Country Club,Highway 30 East,Reform,AL,35481,Private,9 Holes,(205) 375-2173,-87.980425,33.374022,Country Club of Tuscaloosa,92.871022,40292.88931,9.956574412,NA
Roanoke Country Club,1172 Country Club Rd,Roanoke,AL,36274-4055,Public,9 Holes,(334) 863-6416,-85.382288,33.132333,Lakewood Golf Course,4.209170236,76499.71855,18.90346295,NA
Joe Wheeler State Park Golf Course,201 McLean Dr,Rogersville,AL,35652-6405,Municipal,18 Holes,(256) 247-9308,-87.319689,34.827766,Woodland Golf Course,58.31823228,31338.25879,7.743840438,NA
Twin Pines Golf Course,1855 Country Club Dr,Russellville,AL,35654-3208,Semi Private,18 Holes,(256) 332-4191,-87.675625,34.571422,McFarland Municipal Golf Course and Park,134.734662,23564.10443,5.822808025,NA
Goose Pond Colony Golf Course,417 Ed Hembree Dr,Scottsboro,AL,35769-7859,Municipal,18 Holes,(256) 574-5353,-86.079295,34.598099,Albertville Country Club,103.6721977,34983.31902,8.644553046,NA
Goose Pond Plantation Golf Course,67 Plantation Pointe Rd,Scottsboro,AL,35768-7178,Municipal,18 Holes,(256) 259-0101,-86.130105,34.639542,Albertville Country Club,103.6721977,38418.46523,9.493394852,NA
Scottsboro Golf & Country Club,Highway #79 Bypass,Scottsboro,AL,35768,Private,9 Holes,(256) 574-1356,-86.041767,34.637641,Albertville Country Club,103.6721977,40259.11587,9.948228827,NA
Broken Arrow Golf Course,399 Broken Arrow Dr,Scottsboro,AL,35769-8519,Public,18 Holes,(256) 582-9888,-86.069645,34.609413,Albertville Country Club,103.6721977,36452.24905,9.007533,NA
Selma Country Club,103 W Dallas Ave,Selma,AL,36701-6560,Semi Private,18 Holes,(334) 874-6907,-87.044127,32.40602,Montgomery Country Club,127.7599033,71702.39458,17.71802021,NA
Craig Golf Course,262 Craig Industrial Park,Selma,AL,36701-8139,Public,9 Holes,(334) 872-4451,-86.986899,32.36128,Montgomery Country Club,127.7599033,66148.74403,16.34568539,NA
Occidental Chemical Co. Golf Course,1000 N Wilson Dam Hwy,Sheffield,AL,35660,Semi Private,9 Holes,(256) 389-2301,-87.692605,34.75973,McFarland Municipal Golf Course and Park,134.734662,2639.708888,0.652285265,NA
Shoal Creek,100 New Williamsburg Dr,Shoal Creek,AL,35242-5940,Private,27 Holes,(205) 991-9000,-86.615399,33.43884,Mountain-Brook Country Club,186.1114671,12630.97683,3.121177529,NA
