course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Pine Harbor Golf & Racquet Club,Pell City,AL,1218 Pine Harbor Rd,35128-6717,,No Match Found,-86.272062,33.524899
Lakewood Golf Course,Phenix City,AL,2800 Lakewood Dr,36867-2000,,No Match Found,-85.020077,32.504099
Cumberland Lake Country Club,Pinson,AL,2150 Cumberland Lake Dr,35126-2042,,No Match Found,-86.670198,33.770023
Marriott Lakewood Golf Club,Point Clear,AL,1 Grand Blvd,36564,,No Match Found,-87.918457,30.473009
Prattville Country Club,Prattville,AL,723 Highway 82 Bypass,36067,,No Match Found,-86.490568,32.45151
Capitol Hill Golf Course,Prattville,AL,2600 Constitution Ave,36066-7713,203.278343,OSM (Medium Reliability),-86.402021,32.447063
Hidden Oaks Golf Club,Rainbow City,AL,469 Kinzie Ln,35906-9011,,No Match Found,-86.065727,33.95149
Hidden Oaks Par 3 Golf Course,Rainbow City,AL,463 Kinzie Ln,35906,,No Match Found,-86.065718,33.951858
Rainsville Golf & Country Club,Rainsville,AL,390 Pine Hill Rd,35986-4664,70.35659815,OSM (Medium Reliability),-85.806916,34.475419
Redmont Recreation Club Golf Course,Red Bay,AL,1400 Redmont Dr Nw,35582,158.1635118,OSM (Medium Reliability),-88.147419,34.46454
The Knolls Country Club,Reform,AL,Highway 30 East,35481,58.30157761,OSM (Medium Reliability),-87.980425,33.374022
Roanoke Country Club,Roanoke,AL,1172 Country Club Rd,36274-4055,,No Match Found,-85.382288,33.132333
Joe Wheeler State Park Golf Course,Rogersville,AL,201 McLean Dr,35652-6405,,No Match Found,-87.319689,34.827766
Twin Pines Golf Course,Russellville,AL,1855 Country Club Dr,35654-3208,157.4042337,OSM (Medium Reliability),-87.675625,34.571422
Goose Pond Colony Golf Course,Scottsboro,AL,417 Ed Hembree Dr,35769-7859,,No Match Found,-86.079295,34.598099
Goose Pond Plantation Golf Course,Scottsboro,AL,67 Plantation Pointe Rd,35768-7178,187.4084449,OSM (Medium Reliability),-86.130105,34.639542
Scottsboro Golf & Country Club,Scottsboro,AL,Highway #79 Bypass,35768,58.68723921,OSM (Medium Reliability),-86.041767,34.637641
Broken Arrow Golf Course,Scottsboro,AL,399 Broken Arrow Dr,35769-8519,,No Match Found,-86.069645,34.609413
Selma Country Club,Selma,AL,103 W Dallas Ave,36701-6560,119.2823635,OSM (Medium Reliability),-87.044127,32.40602
Craig Golf Course,Selma,AL,262 Craig Industrial Park,36701-8139,,No Match Found,-86.986899,32.36128
Occidental Chemical Co. Golf Course,Sheffield,AL,1000 N Wilson Dam Hwy,35660,,No Match Found,-87.692605,34.75973
Shoal Creek,Shoal Creek,AL,100 New Williamsburg Dr,35242-5940,216.915943,OSM (Medium Reliability),-86.615399,33.43884
TimberCreek Golf Club,Spanish Fort,AL,9650 Timbercreek Blvd,36527-5604,34.16520047,OSM (Medium Reliability),-87.85673,30.670241
Oak Hill Country Club,Sulligent,AL,101 Country Club Rd,35586-4462,,No Match Found,-88.119665,33.837625
Sylacauga Country Club,Sylacauga,AL,1 Fairway Dr,35150,,No Match Found,-86.241561,33.216314
FarmLinks Golf Club,Sylacauga,AL,2200 FarmLinks Blvd,35151,501.8672636,OSM (Medium Reliability),-86.419684,33.11773
Talladega Municipal Golf Course,Talladega,AL,65230 Hwy 77 North,65230,,No Match Found,-86.107165,33.446152
Timber Ridge Golf Club,Talladega,AL,101 Ironaton Road,35160,,No Match Found,-86.071216,33.435546
Lakeside Country Club,Tallassee,AL,5881 Cherokee Trl,36078-3803,,No Match Found,-85.947715,32.609354
Meadowlake Golf Course,Theodore,AL,8350 Theodore Dawes Rd W,36582,,No Match Found,-88.23757,30.580861
Pineview Country Club,Thomasville,AL,1250 Country Club Dr,36784,,No Match Found,-87.762552,31.907746
Troy Country Club,Troy,AL,1 Club Rd,36079,108.1349841,OSM (Medium Reliability),-85.965345,31.778483
Trojan Oaks Golf Course,Troy,AL,Troy St Univ  Adams Center 215,36082-0001,,No Match Found,-85.955571,31.802189
Trussville Country Club,Trussville,AL,7905 Roper Rd,35173-3105,110.1853899,OSM (Medium Reliability),-86.55624,33.603457
Ol' Colony Golf Complex,Tuscaloosa,AL,401 Old Colony Rd,35406-4200,60.10782111,Tigris (High Reliability),-87.534657,33.260213
Woodland Forrest Country Club,Tuscaloosa,AL,5604 Woodland Forrest Dr,35405-5643,86.05942884,OSM (Medium Reliability),-87.46721,33.155495
Country Club of Tuscaloosa,Tuscaloosa,AL,3700 6th St,35401-1358,92.871022,Tigris (High Reliability),-87.584279,33.205993
Indian Hills Country Club,Tuscaloosa,AL,1650 Highway 82,35406,122.546192,Tigris (High Reliability),-87.541789,33.23371
NorthRiver Yacht Club,Tuscaloosa,AL,3100 Yacht Club Way NE,35406-1126,239.2165935,OSM (Medium Reliability),-87.498139,33.294354
Spring Creek Golf Course,Tuscumbia,AL,800 Woodmont Dr,35674-3952,127.6024524,OSM (Medium Reliability),-87.695097,34.715528
Tennessee Valley Country Club,Tuscumbia,AL,101 Maple St,35674-4416,127.6024524,OSM (Medium Reliability),-87.704489,34.718458
Cherokee Ridge Country Club,Union Grove,AL,4000 Cherokee Ridge Dr,35175-7943,,No Match Found,-86.568835,34.419236
Union Springs Country Club,Union Springs,AL,Country Club Drive,36089,,No Match Found,-85.72653,32.152813
Valley Grande Golf Club,Valley Grande,AL,1009 Warrior Dr,36701-1604,,No Match Found,-87.115341,32.486742
Rolling Hills Golf Course,Valley,AL,9565 Lee Rd 279,36854-6811,,No Match Found,-85.202628,32.702326
Old Overton Club,Vestavia Hills,AL,7251 Old Overton Club Dr,35242-2520,111.7575625,OSM (Medium Reliability),-86.681762,33.491622
Emerald Mountain Golf Club,Wetumpka,AL,245 Mountain View Rd,36093-3846,325.4140192,OSM (Medium Reliability),-86.105816,32.448205
Quail Walk Country Club,Wetumpka,AL,2110 Holtville Rd,36092-5706,163.1430261,OSM (Medium Reliability),-86.227318,32.563393
Sumter Country Club,York,AL,51880 Country Club Rd,51880,58.85730034,OSM (Medium Reliability),-88.313146,32.510017
Highland Park Golf Course,Birmingham,AL,3300 Highland Ave S,35205-1411,104.96203,Tigris (High Reliability),-86.779392,33.512479
The Links At Tuscaloosa,Tuscaloosa,AL,1800 Links Blvd,35405-4871,151.701399,OSM (Medium Reliability),-87.560594,33.155844
Eagle Crest Golf Course,Alma,AR,3926 Golf Course Dr,72921-7896,,No Match Found,-94.16868,35.500064
River Valley Golf Course,Alma,AR,5829 Highway 64 E,72921-7900,,No Match Found,-94.15348,35.493705
Turtle Pointe Golf Club,Arkadelphia,AR,182 Club Dr,71923-8102,155.9072192,OSM (Medium Reliability),-93.09088,34.14483
Millwood Landing Golf & R V  Resort,Ashdown,AR,596 Highway 317,71822-8467,182.8851043,OSM (Medium Reliability),-94.01366,33.712909
Southern Fairways LLC,Ashdown,AR,2104 Buck Wright Road,71822,,No Match Found,-94.131614,33.692565
Cypress Creek Country Club,Augusta,AR,8302 Highway #64 East,72006,,No Match Found,-91.274188,35.284923
Bald Knob Country Club,Bald Knob,AR,216 Country Club Road,72010,63.12627402,OSM (Medium Reliability),-91.591594,35.313464
Deer Trails Golf Course,Barling,AR,Bldg #3910 Arkansas Boulevard,72923,,No Match Found,-94.303348,35.296597
Batesville Municipal Golf Course,Batesville,AR,1850 Chaney Dr,72501-7638,51.50943566,OSM (Medium Reliability),-91.636614,35.758832
Batesville Country Club,Batesville,AR,1100 24th St,72501-7438,,No Match Found,-91.62625,35.768137
The Course At Eagle Mountain,Batesville,AR,800 Gap Rd,72501-8685,230.2969172,OSM (Medium Reliability),-91.583536,35.748918
Bella Vista Country Club,Bella Vista,AR,101 Town Ctr NE,72714-2403,63.84617132,OSM (Medium Reliability),-94.193794,36.456498
Longhills Golf Club,Benton,AR,327 Highway 5 N,72015-8554,,No Match Found,-92.551093,34.60085
Silver Springs Country Club,Benton,AR,6301 Trace Creek Rd,72015-6972,122.2768633,OSM (Medium Reliability),-92.653712,34.530638
Links At Bentonville Golf & Athletic Club,Bentonville,AR,2101 SE Hilton Head Dr,72712-6352,20.67890911,OSM (Medium Reliability),-94.184783,36.349281
Carroll County Golf Course,Berryville,AR,Highway 62 West,72616,,No Match Found,-93.595458,36.381646
De Gray State Park Golf Course,Bismarck,AR,2027 State Park Maintenance Rd,71929-7308,235.2097576,OSM (Medium Reliability),-93.163421,34.255162
Caddo Creek Golf Course,Bismarck,AR,4009 Highway 7,71929-7165,,No Match Found,-93.159963,34.280331
Thunder Bayou Golf Links,Blytheville,AR,1229 Perimeter Rd,72315-6234,247.9346692,OSM (Medium Reliability),-89.920237,35.950081
Blytheville Country Club,Blytheville,AR,Highway 61 North,72315,130.0293766,OSM (Medium Reliability),-89.911007,35.950614
Cherokee Creek Golf Club,Booneville,AR,Highway 10 East,72927,,No Match Found,-93.894188,35.14363
Brinkley Country Club,Brinkley,AR,Highway 70 West,72021,,No Match Found,-91.228206,34.856172
Hurricane Golf and Country Club,Bryant,AR,4300 Hurricane Dr,72022-6201,133.694618,OSM (Medium Reliability),-92.521604,34.605737
Rivercliff Golf Club,Bull Shoals,AR,110 Club House Lane,72619,,No Match Found,-92.585217,36.364377
Rolling Hills Country Club Inc,Cabot,AR,271 Country Club Rd,72023-7303,171.0253019,OSM (Medium Reliability),-91.979856,34.935244
Greystone Country Club,Cabot,AR,57 Greystone Blvd,72023-8175,208.1448856,Tigris (High Reliability),-92.063556,35.022134
Camden Country Club,Camden,AR,1915 W Washington St,71701-3133,,No Match Found,-92.861865,33.585389
Highland Golf Course,Camden,AR,707 Highway 274,71701-7350,62.84637211,OSM (Medium Reliability),-92.735186,33.615139
The Creeks Golf Course LLC,Cave Springs,AR,1499 S Main St,72718-9400,142.8016821,OSM (Medium Reliability),-94.236941,36.246757
Cherokee Village North Course,Cherokee Village,AR,75 Pro Shop Rd,72529-2611,,No Match Found,-91.551334,36.317763
Cherokee Village South Course,Cherokee Village,AR,#5 Laguna Drive,72529,164.7488959,OSM (Medium Reliability),-91.595674,36.288613
Pines Golf Club,Clarendon,AR,18340 Hwy 79,18340,,No Match Found,-91.154559,34.69131
Clarksville Country Club,Clarksville,AR,401 W Country Club Dr,72830-9108,,No Match Found,-93.487037,35.450776
Red River Golf Club Inc,Clinton,AR,360 Factory Rd,72031-6742,30.99019995,OSM (Medium Reliability),-92.445717,35.584084
Centennial Valley Golf Course,Conway,AR,1600 Centennial Club Dr,72034-8111,40.10560225,OSM (Medium Reliability),-92.501924,35.101208
Conway Country Club,Conway,AR,555 Country Club Rd,72034-7279,110.1952253,OSM (Medium Reliability),-92.480488,35.086774
Cadron Valley Country Club,Conway,AR,3400 Irby Dr,72034-7313,26.6999019,Tigris (High Reliability),-92.483753,35.107429
The Greens At Nutters Chapel,Conway,AR,1705 S Salem Rd,72034,,No Match Found,-92.473809,35.049963
Victory Lake Golf Course,Corning,AR,536 E Elm St,72422-7511,59.37983282,OSM (Medium Reliability),-90.571705,36.40584
Prairie Country Club,Crossett,AR,Highway #52 North,71635,,No Match Found,-91.896602,33.175525
Chamberlyne Country Club,Danville,AR,10614 Country Club Dr,10614,348.7703225,OSM (Medium Reliability),-93.371005,35.105832
Lions Den Golf Club,Dardanelle,AR,11044 Bay Ridge Dr,11044,,No Match Found,-93.215378,35.25786
De Queen Country Club and Lodge,De Queen,AR,Route 70 East,71832,,No Match Found,-94.278822,34.046782
Oak Hills Country Club,De Witt,AR,RR 1,72042,,No Match Found,-91.385147,34.305869
Diamond Hills Country Club,Diamond City,AR,20701 Highway 7 North,20701,,No Match Found,-92.922129,36.46558
Tannenbaum Golf Club,Drasco,AR,5 Kustrin Dr,72530-9151,,No Match Found,-92.056779,35.559388
Lions Club Municipal Golf Course,El Dorado,AR,East 19th & Martin Luther King Blvd,71730,136.615081,OSM (Medium Reliability),-92.647674,33.236988
El Dorado Golf & Country Club,El Dorado,AR,101 Shady Side St,71730-3147,99.72257609,OSM (Medium Reliability),-92.661157,33.238957
The Resurrection Course at Mystic Creek,El Dorado,AR,1000 N Wyatt,71730,219.1834881,OSM (Medium Reliability),-92.731619,33.227591
England Country Club,England,AR,Highway 161,72046,87.94093532,OSM (Medium Reliability),-92.011471,34.542492
Indian Hills Country Club,Fairfield Bay,AR,Snead Drive,72088,6.417348372,OSM (Medium Reliability),-92.249026,35.619657
Mountain Ranch Golf Club,Fairfield Bay,AR,820 Lost Creek Pkwy,72088-3630,,No Match Found,-92.288285,35.610854
Golf Club At Valley View,Farmington,AR,11520 Club House Pkwy,11520,,No Match Found,-94.262382,36.012815
Fayetteville Country Club,Fayetteville,AR,3335 S Country Club Dr,72701-7156,115.2818456,OSM (Medium Reliability),-94.157179,36.029947
Paradise Valley Athletic Club,Fayetteville,AR,3728 N Old Missouri Rd,72703-6502,117.7224475,OSM (Medium Reliability),-94.130007,36.118802
Blessings Golf Club,Fayetteville,AR,5826 Clear Creek Blvd,72704-9355,265.835245,OSM (Medium Reliability),-94.201823,36.13177
Lakeside Par 3,Fayetteville,AR,200 W Village Lake Dr,72703-4092,11.18797752,OSM (Medium Reliability),-94.159746,36.09962
Razorback Park Golf Course,Fayetteville,AR,2514 W Lori Dr,72704,,No Match Found,-94.19474,36.097964
Stonebridge Meadows Golf Club,Fayetteville,AR,3495 E Goff Farm Rd,72701-7527,,No Match Found,-94.112647,36.045276
The Links At Fayetteville,Fayetteville,AR,2300 W Player Ln,72704,,No Match Found,-94.211993,36.079466
Fordyce Country Club,Fordyce,AR,Country Club Road,71742,,No Match Found,-92.469942,33.813018
Forrest City Country Club,Forrest City,AR,922 E Cross St,72335-3959,117.6660708,OSM (Medium Reliability),-90.780207,35.008165
Ridgecrest Country Club,Forrest City,AR,Barrow Hill Road,72335,71.23624948,OSM (Medium Reliability),-90.767642,35.060809
Ben Geren Regional Park Golf Course,Fort Smith,AR,7200 Zero St,72903-6589,,No Match Found,-94.354514,35.326029
Fianna Hills Country Club,Fort Smith,AR,1 Essex Pl,72908-9040,,No Match Found,-94.413055,35.293613
Hardscrabble Country Club,Fort Smith,AR,5211 Cliff Dr,72903-4630,147.9070836,OSM (Medium Reliability),-94.384052,35.349195
Fort Smith Country Club,Fort Smith,AR,5500 Midland Blvd,72904-1712,,No Match Found,-94.370373,35.425037
The First Tee of Fort Smith  The Jack Stephens Yo,Fort Smith,AR,5800 Geren Rd,72916-9730,269.6933452,OSM (Medium Reliability),-94.370224,35.318144
The Links of Fort Smith,Fort Smith,AR,5100 S Zero St,72903-6944,18.86043806,OSM (Medium Reliability),-94.37663,35.326946
Glenwood Country Club,Glenwood,AR,584 Highway 70 E,71943-8904,,No Match Found,-93.505799,34.338358
Persimmon Ridge Golf Club,Greenbrier,AR,1 Fairway Dr,72058-8806,,No Match Found,-92.31987,35.279956
Vache Grasse Country Club,Greenwood,AR,891 Country Club Road,72936,52.45332789,OSM (Medium Reliability),-94.226664,35.200598
Red Martin Country Club,Gurdon,AR,1661 Highway 53 S,71743-9326,51.36593738,OSM (Medium Reliability),-93.142201,33.872164
Harrison Country Club,Harrison,AR,Highway 62-65 North,72601,38.61066243,OSM (Medium Reliability),-93.127951,36.263359
The Links At Harrison,Harrison,AR,1919 Club Cir,72601-8886,,No Match Found,-93.137437,36.253133
Grand Prairie Country Club,Hazen,AR,682 Country Club Rd,72064-9893,,No Match Found,-91.575256,34.822943
Red Apple Inn & Country Club,Heber Springs,AR,325 Club Dr,72543-7917,,No Match Found,-92.106171,35.496522
Lost Creek Golf Club,Heber Springs,AR,1104 Industrial Park Rd,72543-8526,,No Match Found,-91.966041,35.504502
Riverland Country Club,Heber Springs,AR,175 Riverland Dr,72543-8713,,No Match Found,-91.961962,35.486465
Thunderbird Country Club,Heber Springs,AR,2909 Case Ford Rd,72543-6004,43.77175228,OSM (Medium Reliability),-92.039816,35.523462
Holiday Island Golf Course,Holiday Island,AR,1 Country Club Dr,72631-5106,127.7535178,OSM (Medium Reliability),-93.72561,36.461261
Hope Country Club,Hope,AR,3605 Patmos Rd,71801-9328,,No Match Found,-93.579263,33.631352
Cedar Glade Golf Club,Horseshoe Bend,AR,900 4th Street,72512,,No Match Found,-91.759992,36.218556
The Course At Turkey Mountain,Horseshoe Bend,AR,3 Club Rd,72512-2717,234.915496,OSM (Medium Reliability),-91.764348,36.229235
Belvedere Country Club,Hot Springs National Park,AR,385 Belvedere Dr,71901-9145,140.795648,OSM (Medium Reliability),-93.009484,34.546205
Balboa Golf Course,Hot Springs Village,AR,111 Balboa Way,71909-6919,437.6418643,OSM (Medium Reliability),-92.938687,34.634737
Coronado Golf Course,Hot Springs Village,AR,199 Surtidor Way,71909-6832,197.5912858,OSM (Medium Reliability),-92.946674,34.643742
Cortez Golf Course,Hot Springs Village,AR,299 Cortez Rd,71909-3609,288.3769277,OSM (Medium Reliability),-92.985694,34.699148
DeSoto Golf Course,Hot Springs Village,AR,102 Clubhouse Dr,71909-3046,174.2399265,OSM (Medium Reliability),-93.042658,34.667498
Granada Golf Course,Hot Springs Village,AR,250 Maderas Dr,71909-7989,391.0288375,OSM (Medium Reliability),-92.86302,34.649326
Isabella Golf Course,Hot Springs Village,AR,110 Iniciador Way,71909-7827,34.58388045,OSM (Medium Reliability),-92.86296,34.635184
Magellan Golf Course,Hot Springs Village,AR,451 Ponce de Leon Dr,71909-8101,220.9994278,OSM (Medium Reliability),-92.89353,34.626501
Ponce De Leon Golf Course,Hot Springs Village,AR,300 Ponce de Leon Dr,71909-8102,522.4918807,OSM (Medium Reliability),-92.893593,34.650653
Diamante Golf & Country Club,Hot Springs Village,AR,2000 Country Club Dr,71909-8500,452.4320236,OSM (Medium Reliability),-92.863411,34.641651
Diamondhead Golf & Country Club,Hot Springs,AR,245 Independence Dr,71913-7730,,No Match Found,-92.949232,34.437534
Hot Springs Country Club,Hot Springs,AR,101 Country Club Dr,71901-8035,253.9615539,OSM (Medium Reliability),-93.030801,34.480592
Lakeside Golf Club,Hot Springs,AR,418 Wilsons Lake Rd,71901-7954,,No Match Found,-92.979683,34.456312
Lakeview Golf Club,Hot Springs,AR,121 Essex Park Ter,71901-8352,,No Match Found,-92.983786,34.470837
Magic Hills Public Golf Course,Hot Springs,AR,1873 E Grand Ave,71901-4891,,No Match Found,-93.013932,34.513328
Bunker Hill Golf Course,Houston,AR,8 Bunker Hill Dr,72070-8120,,No Match Found,-92.669502,35.070607
Oakridge Golf Course,Huntsville,AR,Highway 74 West,72740,,No Match Found,-93.765053,36.084287
Foxwood Golf Club,Jacksonville,AR,701 Foxwood Dr,72076-2624,95.92780827,OSM (Medium Reliability),-92.083817,34.89208
Hickory Creek Golf Course,Jacksonville,AR,8933 Arrington Rd,72076-9749,70.14264962,OSM (Medium Reliability),-92.167757,34.948717
Jonesboro Country Club,Jonesboro,AR,1408 E Nettleton Ave,72401-5160,98.3297033,OSM (Medium Reliability),-90.692519,35.82864
RidgePointe Country Club,Jonesboro,AR,2510 Ridgepointe Dr,72404-6845,135.9600915,OSM (Medium Reliability),-90.77086,35.813537
Links At Jonesboro,Jonesboro,AR,1424 Links Cir,72404-0698,92.71956755,OSM (Medium Reliability),-90.681585,35.792648
Sage Meadows Golf Course,Jonesboro,AR,4406 Clubhouse Dr,72401-8034,314.3707763,OSM (Medium Reliability),-90.636611,35.887027
Lake Village Country Club,Lake Village,AR,3309 Lakeshore Dr N,71653-9532,86.16620739,OSM (Medium Reliability),-91.263602,33.36141
West Helena Municipal Golf Course,Lexa,AR,587 Phillips 221,72355-8497,58.88659014,OSM (Medium Reliability),-90.66307,34.576837
Deer Run Golf Course LRAFB,Little Rock Air Force Base,AR,1075 Cannon Dr,72099-4942,,No Match Found,-92.146144,34.895409
Hindman Golf Course,Little Rock,AR,60 Brookview Dr,72209-2017,,No Match Found,-92.357074,34.694825
Rebsamen Park Golf Course,Little Rock,AR,3400 Rebsamen Park Rd,72202,239.3246863,Tigris (High Reliability),-92.317886,34.779182
War Memorial Golf Course,Little Rock,AR,5511 W Markham St,72205-3411,,No Match Found,-92.334989,34.751879
Country Club of Little Rock,Little Rock,AR,4200 Country Club Blvd,72207-2028,239.3246863,Tigris (High Reliability),-92.322689,34.771807
Pleasant Valley Country Club,Little Rock,AR,2 Pleasant Valley Dr,72212-3435,298.0990991,OSM (Medium Reliability),-92.405525,34.779389
