course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Bretton Woods Recreation Ctr,Germantown,MD,15700 River Rd,15700,18,Semi Private,,No Match Found,-77.327268,39.078005
Gibson Island Club,Gibson Island,MD,535 Broadwater Way,21056,9,Semi Private,88.16019135201196,OSM (Medium Reliability),-76.422806,39.077406
Glenn Dale Golf Club,Glenn Dale,MD,11501 Old Prospect Hill Rd,11501,18,Public,,No Match Found,-76.804965,38.983679
Cattail Creek Country Club,Glenwood,MD,3600 Cattail Creek Dr,21738-9648,18,Private,,No Match Found,-77.043449,39.271855
Prospect Bay Country Club,Grasonville,MD,311A Prospect Bay Dr W,21638-1199,18,Semi Private,205.60983506459593,OSM (Medium Reliability),-76.193204,38.916578
Hagerstown Greens At Hamilton Run,Hagerstown,MD,2 S Cleveland Ave,21740-5053,18,Municipal,46.21942971225146,OSM (Medium Reliability),-77.709635,39.638657
Black Rock Golf Course,Hagerstown,MD,20025 Mount Aetna Rd,20025,18,Municipal,244.69745532842143,OSM (Medium Reliability),-77.671058,39.616106
Fountain Head Country Club,Hagerstown,MD,13316 Fountain Head Rd,13316,18,Private,,No Match Found,-77.713919,39.677342
Yinglings Golf Center,Hagerstown,MD,20220 Jefferson Blvd,20220,18,Public,16.569553633714328,OSM (Medium Reliability),-77.668629,39.64269
Beaver Creek Country Club,Hagerstown,MD,9535 Mapleville Rd,21740-1848,18,Public,175.8292116324254,OSM (Medium Reliability),-77.644853,39.577946
Piney Branch Golf & Country Club Inc,Hampstead,MD,5301 Trenton Mill Road,21074,18,Private,231.8415886081069,Tigris (High Reliability),-76.842254,39.585455
Oakmont Green Golf Club,Hampstead,MD,2290 Golfview Ln,21074-1342,18,Public,99.45651772964196,OSM (Medium Reliability),-76.856707,39.636259
Golf and Country Club of Swan Creek Inc,Havre de Grace,MD,1 Country Club Rd,21078-2105,18,Semi Private,210.0213114184255,Tigris (High Reliability),-76.127178,39.506311
Bulle Rock,Havre de Grace,MD,320 Blenhiem Ln,21078-2003,18,Public,267.36676078798223,OSM (Medium Reliability),-76.132794,39.542333
Hayfields Country Club,Hunt Valley,MD,700 Hayfields Rd,21030-1361,18,Semi Private,274.6665459876931,OSM (Medium Reliability),-76.668868,39.500924
Holly Hills Country Club,Ijamsville,MD,5502 Mussetter Rd,21754-9612,18,Semi Private,178.04375994739044,OSM (Medium Reliability),-77.301387,39.382987
P B  Dye Golf Club,Ijamsville,MD,9526 Doctor Perry Rd,21754-8721,18,Public,218.41727368849035,OSM (Medium Reliability),-77.336292,39.29141
Whiskey Creek Golf Club,Ijamsville,MD,4804 Whiskey Ct,21754-9522,18,Public,193.2492626035316,OSM (Medium Reliability),-77.300357,39.361035
Naval Surface Warfare Ctr Golf Course,Indian Head,MD,D-61 Koehler Drive,20640,18,Public,,No Match Found,-77.165907,38.584087
Swan Point Yacht and Country Club,Issue,MD,11550 Swan Point Blvd,11550,18,Public,402.7474025063287,OSM (Medium Reliability),-76.914074,38.300251
Mountain Branch Golf Course,Joppa,MD,1827 Mountain Rd,21085-1918,18,Public,259.70610506583074,OSM (Medium Reliability),-76.370808,39.467025
Gunpowder Falls Colf Course,Kingsville,MD,11101 Raphel Rd,11101,18,Municipal,,No Match Found,-76.407159,39.42271
Hawthorne Country Club,La Plata,MD,8760 Hawthorne Road,20646,9,Private,88.46624135050358,OSM (Medium Reliability),-77.00782,38.541076
Gunpowder Golf Club,Laurel,MD,14300 Old Gunpowder Rd,14300,18,Public,104.23309162844907,OSM (Medium Reliability),-76.917249,39.084969
Patuxent Greens Country Club,Laurel,MD,14415 Greenview Dr,14415,18,Public,,No Match Found,-76.844036,39.088059
Laytonsville Golf Course,Laytonsville,MD,7130 Dorsey Rd,20882-1253,18,Municipal,185.05856713239916,Tigris (High Reliability),-77.143326,39.197452
Breton Bay Country Club,Leonardtown,MD,21935 Society Hill Rd,21935,18,Public,180.69374893572373,Tigris (High Reliability),-76.663732,38.271082
Old South Country Club,Lothian,MD,699 Marlboro Rd,20711-9683,18,Public,229.5462479885811,OSM (Medium Reliability),-76.658081,38.820647
Chesapeake Hills Golf Club,Lusby,MD,11352 Hg Trueman Rd,11352,18,Public,179.9434762671407,Tigris (High Reliability),-76.430941,38.380274
Longview Golf Course,Lutherville Timonium,MD,1 Cardigan Rd,21093-1213,9,Municipal,162.4778954736391,Tigris (High Reliability),-76.616289,39.463184
Pine Ridge Golf Course,Lutherville,MD,2101 Dulaney Valley Rd,21093-2819,18,Municipal,,No Match Found,-76.59501,39.446421
Chestnut Ridge Country Club,Lutherville,MD,11700 Falls Rd,11700,18,Semi Private,,No Match Found,-76.684697,39.446187
Waverly Woods Golf Club,Marriottsville,MD,2100 Warwick Way,21104-1617,18,Public,408.1070858579789,Tigris (High Reliability),-76.891569,39.309154
Wisp Resort Golf Course,McHenry,MD,296 Marsh Hill Rd,21541-1402,18,Public,193.9543598725766,OSM (Medium Reliability),-79.360625,39.557393
Hollow Creek Golf Club At Glenbrook,Middletown,MD,50 Glenbrook Dr,21769-7708,18,Public,178.57274038092,OSM (Medium Reliability),-77.529708,39.434912
Maryland National Golf Club,Middletown,MD,8836 Hollow Rd,21769-9412,18,Public,161.47626180499233,OSM (Medium Reliability),-77.522509,39.478147
Enterprise Golf Course,Mitchellville,MD,2802 Enterprise Rd,20721-2546,18,Municipal,271.89003997542164,Tigris (High Reliability),-76.806957,38.928691
Country Club at Woodmore,Mitchellville,MD,12320 Pleasant Prospect Rd,12320,18,Private,178.51339040606274,OSM (Medium Reliability),-76.792184,38.929855
Lake Arbor Golf,Mitchellville,MD,1401 Golf Course Dr,20721-2340,18,Public,,No Match Found,-76.816437,38.909199
Montgomery Village Golf Club,Montgomry Village,MD,19550 Montgomery Village Ave,19550,18,Semi Private,,No Match Found,-77.202654,39.17791
Rattlewood Golf Course,Mount Airy,MD,13501 Penn Shop Rd,13501,18,Municipal,185.20626315783977,OSM (Medium Reliability),-77.191947,39.344687
Hope Valley Golf Course,Mount Airy,MD,12731 Jesse Smith Rd,12731,18,Public,87.73612864439228,OSM (Medium Reliability),-77.224486,39.39047
The Links At Challedon,Mount Airy,MD,6166 Challedon Cir,21771-8056,18,Public,226.61812085132317,OSM (Medium Reliability),-77.112584,39.407181
Musket Ridge Golf Club,Myersville,MD,3555 Brethren Church Rd,21773-7903,18,Public,169.54380027410448,OSM (Medium Reliability),-77.545887,39.496187
West Winds Golf Club,New Market,MD,11330 Country Club Rd,11330,18,Semi Private,172.82007409079802,OSM (Medium Reliability),-77.270079,39.423377
Chesapeake Bay Golf Club At North East,North East,MD,1500 Chesapeake Club Dr,21901-4724,18,Public,216.7188921511448,OSM (Medium Reliability),-75.938422,39.582206
Oakland Golf Club,Oakland,MD,433 N Bradley Ln,21550-5501,18,Public,137.68432510405054,Tigris (High Reliability),-79.408299,39.422676
Assateague Greens Golf Ctr,Ocean City,MD,RR 611,21842,18,Public,,No Match Found,-75.140439,38.23954
Trotters Glen,Olney,MD,16501 Batchellors Forest Rd,16501,18,Public,,No Match Found,-77.052989,39.126333
Caves Valley Golf Club,Owings Mills,MD,2910 Blendon Rd,21117-2360,18,Private,419.45001955988977,OSM (Medium Reliability),-76.745893,39.447452
Green Spring Valley Hunt Club,Owings Mills,MD,30 Greenspring Valley Rd,21117-4154,18,Semi Private,7.381112066426011,OSM (Medium Reliability),-76.754385,39.404228
Mellomar Golf Park,Owings,MD,6215 Scaggs Rd,20736-4214,27,Public,,No Match Found,-76.676669,38.651173
Compass Pointe Golf Courses,Pasadena,MD,9010 Fort Smallwood Rd,21122-3223,72,Public,622.7368948268655,OSM (Medium Reliability),-76.496462,39.138222
Cedar Point Golf Course,Patuxent River,MD,US Naval Air Station  Bldg 2630,20670,18,Semi Private,,No Match Found,-76.433186,38.278637
Furnace Bay Golf Course,Perryville,MD,79 Chesapeake View Road,21903,18,Public,102.92988960180544,OSM (Medium Reliability),-76.043328,39.570194
Towson Golf & Country Club,Phoenix,MD,12801 Stone Hill Rd,12801,18,Private,,No Match Found,-76.560806,39.467944
Hunt Valley Golf Club Inc,Phoenix,MD,14101 Phoenix Rd,14101,54,Semi Private,4.09538575321325,Tigris (High Reliability),-76.615262,39.509751
Hillendale Country Club,Phoenix,MD,13700 Blenheim Rd N,13700,18,Semi Private,137.50226471531204,Tigris (High Reliability),-76.547922,39.497916
The Suburban Club of Baltimore County,Pikesville,MD,7600 Park Heights Ave,21208-4300,18,Private,136.25795944706013,OSM (Medium Reliability),-76.712277,39.37386
Woodholme Country Club,Pikesville,MD,300 Woodholme Ave,21208-1410,18,Semi Private,202.92824224540772,OSM (Medium Reliability),-76.744914,39.381778
Winter Quarters Golf Course,Pocomoke City,MD,355 Winter Quarters Dr,21851-1044,9,Municipal,,No Match Found,-75.560985,38.082828
Poolesville Golf Club,Poolesville,MD,16601 W Willard Rd,16601,18,Municipal,346.00959137292995,OSM (Medium Reliability),-77.42408,39.127481
Falls Road Golf Course,Potomac,MD,10800 Falls Rd,10800,18,Municipal,137.6304309276271,Tigris (High Reliability),-77.201283,39.030878
TPC at Avenel,Potomac,MD,10000 Oaklyn Dr,10000,18,Semi Private,310.97294416773633,OSM (Medium Reliability),-77.196667,38.993495
Green Hill Yacht & Country Club,Quantico,MD,5471 Whitehaven Rd,21856-2134,18,Private,133.0560509098576,Tigris (High Reliability),-75.734641,38.344769
Atlantic Golf At Queenstown Harbor,Queenstown,MD,310 Links Ln,21658-1299,36,Public,473.5619323341787,OSM (Medium Reliability),-76.168618,38.989513
Hunters Oak Golf Club,Queenstown,MD,500 Amberlyn Farm Lane,21658,36,Public,322.66727412883046,OSM (Medium Reliability),-76.126454,38.963294
Fore Sisters Golf Course,Rawlings,MD,1 Meadowlands Dr,21557,18,Public,,No Match Found,-78.889511,39.542617
Mitchell's Golf Center,Reisterstown,MD,301 Mitchell Dr,21136-4628,18,Public,45.25979309165502,OSM (Medium Reliability),-76.842771,39.475294
Chesapeake Bay Golf Club At Rising Sun,Rising Sun,MD,128 Karen Dr,21911-2503,18,Public,136.48610982587832,OSM (Medium Reliability),-75.990355,39.660717
Redgate Municipal Golf Course,Rockville,MD,14500 Avery Rd,14500,18,Municipal,137.2917302153061,Tigris (High Reliability),-77.123085,39.093168
Woodmont Country Club,Rockville,MD,1201 Rockville Pike,20852-1409,36,Private,465.41613344436985,Tigris (High Reliability),-77.130896,39.069486
Norbeck Country Club,Rockville,MD,17200 Cashell Rd,17200,18,Private,222.9318468543213,Tigris (High Reliability),-77.087717,39.138128
Manor Country Club,Rockville,MD,14901 Carrolton Rd,14901,36,Private,167.44756596816157,OSM (Medium Reliability),-77.085916,39.101472
Lakewood Country Club,Rockville,MD,13901 Glen Mill Rd,13901,18,Semi Private,193.52687824762393,Tigris (High Reliability),-77.198025,39.08363
Harbourtowne Golf Resort,Saint Michaels,MD,9784 Martingham Cir,21663-2231,18,Public,133.9945308844645,OSM (Medium Reliability),-76.232512,38.815499
Links at Perry Cabin,Saint Michaels,MD,9789 Martingham Cir,21663,18,Private,133.9945308844645,OSM (Medium Reliability),-76.233625,38.819301
Elks Golf Club,Salisbury,MD,401 Church Hill Ave,21804-5614,9,Private,47.52698102913746,OSM (Medium Reliability),-75.583146,38.356647
Nutters Crossing Golf Course Inc,Salisbury,MD,30287 S Hampton Bridge Rd,30287,18,Public,130.0572077450622,OSM (Medium Reliability),-75.564628,38.323944
Horse Bridge Golf Course,Salisbury,MD,32418 Mount Hermon Rd,32418,18,Public,42.16017056531384,OSM (Medium Reliability),-75.488545,38.347905
Chartwell Golf & Country Club,Severna Park,MD,1 Chartwell Dr,21146-1442,18,Semi Private,161.24490128184965,OSM (Medium Reliability),-76.603797,39.095616
Sherwood Forest Club,Sherwood Forest,MD,134 Sherwood Forest Rd,21405-2028,9,Private,15.902792038280092,Tigris (High Reliability),-76.54214,39.027658
Northwest Park Golf Course,Silver Spring,MD,15711 Layhill Rd,15711,36,Municipal,,No Match Found,-77.03692,39.112411
Hampshire Greens Golf Course,Silver Spring,MD,616 Firestone Dr,20905-4094,18,Municipal,152.22263915443497,OSM (Medium Reliability),-76.999479,39.127147
Leisure World Golf Club,Silver Spring,MD,3701 Rossmoor Blvd,20906-1565,18,Private,167.44756596816157,OSM (Medium Reliability),-77.073138,39.10088
Argyle Country Club,Silver Spring,MD,14600 Argyle Club Rd,14600,18,Private,141.47164774236626,Tigris (High Reliability),-77.046474,39.096388
Sligo Creek Golf Course,Silver Spring,MD,9701 Sligo Creek Pkwy,20901-3230,18,Public,,No Match Found,-77.029293,39.012313
Nassawango Country Club,Snow Hill,MD,3940 Nassawango Rd,21863-3607,18,Public,,No Match Found,-75.466632,38.148579
Blue Heron Golf Course,Stevensville,MD,3270 Romancoke Rd,21666-3202,18,Municipal,,No Match Found,-76.350285,38.898287
The Cove Creek Club,Stevensville,MD,114 N Creek Ct,21666-3704,18,Private,109.52414375142342,OSM (Medium Reliability),-76.336976,38.873269
Geneva Farm Golf Club,Street,MD,217 Davis Rd,21154-1336,18,Public,161.23990208383282,OSM (Medium Reliability),-76.397291,39.661105
Waterfront Greens Golf Course,Swanton,MD,115 Clubhouse Dr,21561-2307,9,Semi Private,23.377533917451007,OSM (Medium Reliability),-79.273477,39.509012
Maple Run Golf Course LLC,Thurmont,MD,13610A Moser Rd,21788-2237,18,Public,143.02126801271058,OSM (Medium Reliability),-77.40334,39.607397
Baltimore Country Club,Timonium,MD,11500 Mays Chapel Rd,11500,36,Private,398.42380482430826,OSM (Medium Reliability),-76.661866,39.439799
Country Club of Maryland,Towson,MD,1101 Stevenson Ln,21286-7303,18,Private,162.35438469779592,Tigris (High Reliability),-76.590242,39.386952
Oak Creek Golf Club,Upper Marlboro,MD,600 Bowieville Manor Lane,20774,18,Semi Private,,No Match Found,-76.805854,38.88875
Marlton Golf Club,Upper Marlboro,MD,9413 Midland Turn,20772-5289,18,Public,151.82653637175693,OSM (Medium Reliability),-76.788652,38.757282
Marlborough Country Club,Upper Marlboro,MD,4750 John Rogers Blvd,20772-5991,18,Public,,No Match Found,-76.762287,38.824871
Lake Presidential Golf Club,Upper Marlboro,MD,3151 Presidential Golf Dr,20774,18,Public,599.4991809549022,OSM (Medium Reliability),-76.737188,38.843198
Atlantic Golf At Potomac Ridge,Waldorf,MD,15800 Sharpersville Rd,15800,27,Public,,No Match Found,-76.963954,38.652341
Glade Valley Golf Club,Walkersville,MD,10502 Glade Rd,10502,18,Public,147.42679186739775,OSM (Medium Reliability),-77.327248,39.518388
Willow Springs Golf Course,West Friendship,MD,12980 Livestock Road,12980,18,Public,,No Match Found,-76.971322,39.287643
Wakefield Valley Golf Club,Westminster,MD,1000 Fenby Farm Rd,21158-4178,54,Public,,No Match Found,-77.032303,39.572287
Westminster National Golf Course,Westminster,MD,2158 Littlestown Pike,21158-3048,18,Public,121.71614405486754,OSM (Medium Reliability),-77.004233,39.634699
McDaniel College Golf Club,Westminster,MD,207 Pennsylvania Ave,21157-4324,9,Public,49.29914023578974,OSM (Medium Reliability),-76.999241,39.587321
Great Hope Golf Course,Westover,MD,8380 Crisfield Hwy,21871-3930,18,Municipal,185.1588353563875,OSM (Medium Reliability),-75.711872,38.111334
Greystone Golf Course,White Hall,MD,2115 White Hall Rd,21161-9713,18,Municipal,,No Match Found,-76.604847,39.636283
Black Horse Golf and Learning Center,White Hall,MD,3051 Troyer Rd,21161-9329,9,Public,33.75664572112942,OSM (Medium Reliability),-76.545824,39.625834
White Plains Golf Course,White Plains,MD,1015 Saint Charles Pkwy,20695-3127,18,Municipal,148.1210334603716,OSM (Medium Reliability),-76.921975,38.577914
Diamond Ridge Golf Course,Windsor Mill,MD,2309 Ridge Rd,21244-1035,36,Municipal,218.3623495245749,OSM (Medium Reliability),-76.77864,39.327235
Cedar Springs Golf Course,Albion,ME,63 Bog Rd,04910,9,Public,,No Match Found,-69.418849,44.540507
Dutch Elm Golf Course,Arundel,ME,5 Brimstone Rd,04046-8724,18,Public,156.99933752586335,OSM (Medium Reliability),-70.543236,43.462395
Martindale Country Club,Auburn,ME,527 Beech Hill Rd,04210-8830,18,Semi Private,162.9291623492596,OSM (Medium Reliability),-70.270364,44.057626
Prospect Hill Golf Course,Auburn,ME,694 S Main St,04210-8256,18,Public,,No Match Found,-70.226084,44.059587
Fox Ridge Golf Club,Auburn,ME,550 Penley Corner Rd,04210-8273,18,Public,,No Match Found,-70.208825,44.04207
Western View Golf Club Inc,Augusta,ME,130 Bolton Hill Rd,04330-0232,18,Public,101.2885085730884,OSM (Medium Reliability),-69.689588,44.327933
Bangor Municipal Golf Course,Bangor,ME,278 Webster Ave,04401-5865,36,Municipal,244.43354064949983,OSM (Medium Reliability),-68.797496,44.791767
Kebo Valley Golf Club,Bar Harbor,ME,136 Eagle Lake Road,04609,18,Public,,No Match Found,-68.214493,44.386723
Bath Country Club,Bath,ME,387 Whiskeag Rd,04530-4130,18,Public,120.7124544437046,OSM (Medium Reliability),-69.852343,43.939934
Belgrade Lakes Golf Club,Belgrade Lakes,ME,West Road,04918,18,Public,213.14778609312185,OSM (Medium Reliability),-69.886101,44.525009
Bethel Inn & Country Club,Bethel,ME,21 Broad St,04217-3803,18,Public,180.1640942284588,OSM (Medium Reliability),-70.789858,44.402773
Abenakee Club,Biddeford Pool,ME,Two Stone Cliff Road,04006,9,Private,,No Match Found,-70.342667,43.445789
Blue Hill Country Club,Blue Hill,ME,213 Parker Point Road,04614,9,Private,,No Match Found,-68.589523,44.411854
Boothbay Country Club,Boothbay,ME,33 Country Club Rd,04537-4658,18,Semi Private,252.75568693227711,OSM (Medium Reliability),-69.629948,43.877401
Country Fareways Par 3,Bowdoin,ME,1549 Augusta Rd,04287-7402,18,Public,,No Match Found,-69.940752,44.04416
Bridgton Highlands Country Club,Bridgton,ME,379 Highland Ridge Road,04009,18,Public,,No Match Found,-70.768867,44.087749
Country View Golf Club,Brooks,ME,178 Moosehead Trail Hwy,04921-3407,9,Public,88.68960812331562,OSM (Medium Reliability),-69.129882,44.564023
Mere Creek Golf Course,Brunswick Nas,ME,550 Neptune Dr,04011,9,Public,,No Match Found,-69.923973,43.887314
Brunswick Golf Club,Brunswick,ME,165 River Road,04011,18,Public,167.38252866266143,OSM (Medium Reliability),-69.99181,43.920117
Bucksport Golf & Country Club,Bucksport,ME,397 State Route 46,04416-4709,9,Public,85.67529816472171,OSM (Medium Reliability),-68.744465,44.591631
Lakeview Golf Course,Burnham,ME,21 Reynolds Ln,04922-3132,9,Public,,No Match Found,-69.352563,44.643692
Saint Croix Country Club,Calais,ME,48 River Rd,04619-4010,9,Public,48.202740330513585,OSM (Medium Reliability),-67.250013,45.177215
Purpoodock Club,Cape Elizabeth,ME,300 Spurwink Ave,04107-9614,18,Semi Private,158.34335740266778,OSM (Medium Reliability),-70.249122,43.60634
Cape Neddick Country Club,Cape Neddick,ME,650 Shore Rd,03902-7342,9,Public,130.12579944968238,OSM (Medium Reliability),-70.583495,43.222764
Caribou Country Club,Caribou,ME,728 Sweden St,04736-3420,9,Public,,No Match Found,-68.031744,46.864167
Point Sebago Golf/Beach Resort,Casco,ME,261 Point Sebago Rd,04015-3666,18,Public,,No Match Found,-70.549527,43.919669
Castine Golf Club,Castine,ME,200 Battle Avenue,04421,9,Public,50.55998486070204,OSM (Medium Reliability),-68.804321,44.389984
