course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Green Briar Golf Course,1130 Morris Majestic Rd,Morris,AL,35116-1832,Public,18 Holes,(205) 647-2680,-86.792639,33.75806
Deer Run Golf Course,1175 County Road 100,Moulton,AL,35650-5117,Municipal,18 Holes,(256) 974-7384,-87.311735,34.433911
Cypress Lakes Golf & Country Club,1311 E 6th St,Muscle Shoals,AL,35661-3519,Public,18 Holes,(256) 386-7783,-87.659718,34.730226
The Shoals Golf Club,990 Sunbelt Pkwy,Muscle Shoals,AL,35661-4672,Public,36 Holes,(256) 446-5111,-87.535206,34.817814
Hidden Meadows Golf Course,13000 Old Cove Rd,Northport,AL,13000,Public,18 Holes,(205) 339-3673,-87.638899,33.293178
Heritage Golf Course,671 Heritage Rd,Oneonta,AL,35121-3022,Public,18 Holes,(205) 274-2390,-86.46493,33.973678
Limestone Springs Golf Club,3000 Colonial Dr,Oneonta,AL,35121-3560,Public,18 Holes,(205) 274-4653,-86.56757,33.895796
Whispering Pines Golf Club,765 Morton Rd,Oneonta,AL,35121-7316,Public,18 Holes,(205) 274-9136,-86.407295,33.92928
Saugahatchee Country Club,3800 Bent Creek Rd,Opelika,AL,36804-7602,Private,18 Holes,(334) 749-3441,-85.417515,32.600131
Grand National Golf Course,3000 Sunbelt Pkwy,Opelika,AL,36801-1117,Public,54 Holes,(334) 749-9011,-85.426491,32.676058
Opp Country Club,Highway 84 West,Opp,AL,36467,Private,9 Holes,(334) 493-4342,-86.284816,31.279539
Orange Beach Golf Center,4700 Easy St,Orange Beach,AL,36561,Municipal,9 Holes,(251) 981-4653,-87.60668,30.290876
The Robert Trent Jones Golf Trail@ Hampton Cove,450 Old Highway 431,Owens Cross Roads,AL,35763-9304,Public,54 Holes,(256) 551-1818,-86.471284,34.659987
Cider Ridge Golf Club,200 Apple Blossom Way,Oxford,AL,36203-4806,Public,18 Holes,(256) 831-7222,-85.750792,33.594656
Ozark Country Club,815 Country Club Dr,Ozark,AL,36360-4731,Public,18 Holes,(334) 774-2615,-85.614841,31.474832
Ballantrae Golf Course,1300 Ballantrae Club Dr,Pelham,AL,35124-6200,Municipal,18 Holes,(205) 620-4653,-86.755997,33.260424
Oak Mt State Park Golf Course,Oak Mt State Park,Pelham,AL,35124,Municipal,27 Holes,(205) 620-2522,-86.760144,33.332374
Pell City Country Club,2021 Golf Course Rd,Pell City,AL,35128,Private,18 Holes,(205) 338-2066,-86.258419,33.559699
Pine Harbor Golf & Racquet Club,1218 Pine Harbor Rd,Pell City,AL,35128-6717,Semi Private,18 Holes,(205) 338-4354,-86.272062,33.524899
Lakewood Golf Course,2800 Lakewood Dr,Phenix City,AL,36867-2000,Municipal,18 Holes,(334) 291-4726,-85.020077,32.504099
Cumberland Lake Country Club,2150 Cumberland Lake Dr,Pinson,AL,35126-2042,Public,18 Holes,(205) 680-4653,-86.670198,33.770023
Marriott Lakewood Golf Club,1 Grand Blvd,Point Clear,AL,36564,Semi Private,36 Holes,(251) 928-1406,-87.918457,30.473009
Prattville Country Club,723 Highway 82 Bypass,Prattville,AL,36067,Private,18 Holes,(334) 365-4497,-86.490568,32.45151
Capitol Hill Golf Course,2600 Constitution Ave,Prattville,AL,36066-7713,Public,54 Holes,(334) 285-1114,-86.402021,32.447063
Hidden Oaks Golf Club,469 Kinzie Ln,Rainbow City,AL,35906-9011,Public,9 Holes,(256) 413-4653,-86.065727,33.95149
Hidden Oaks Par 3 Golf Course,463 Kinzie Ln,Rainbow City,AL,35906,Public,9 Holes,(256) 413-4653,-86.065718,33.951858
Rainsville Golf & Country Club,390 Pine Hill Rd,Rainsville,AL,35986-4664,Public,9 Holes,(256) 638-8846,-85.806916,34.475419
Redmont Recreation Club Golf Course,1400 Redmont Dr Nw,Red Bay,AL,35582,Public,18 Holes,(256) 356-8070,-88.147419,34.46454
The Knolls Country Club,Highway 30 East,Reform,AL,35481,Private,9 Holes,(205) 375-2173,-87.980425,33.374022
Roanoke Country Club,1172 Country Club Rd,Roanoke,AL,36274-4055,Public,9 Holes,(334) 863-6416,-85.382288,33.132333
Joe Wheeler State Park Golf Course,201 McLean Dr,Rogersville,AL,35652-6405,Municipal,18 Holes,(256) 247-9308,-87.319689,34.827766
Twin Pines Golf Course,1855 Country Club Dr,Russellville,AL,35654-3208,Semi Private,18 Holes,(256) 332-4191,-87.675625,34.571422
Goose Pond Colony Golf Course,417 Ed Hembree Dr,Scottsboro,AL,35769-7859,Municipal,18 Holes,(256) 574-5353,-86.079295,34.598099
Goose Pond Plantation Golf Course,67 Plantation Pointe Rd,Scottsboro,AL,35768-7178,Municipal,18 Holes,(256) 259-0101,-86.130105,34.639542
Scottsboro Golf & Country Club,Highway #79 Bypass,Scottsboro,AL,35768,Private,9 Holes,(256) 574-1356,-86.041767,34.637641
Broken Arrow Golf Course,399 Broken Arrow Dr,Scottsboro,AL,35769-8519,Public,18 Holes,(256) 582-9888,-86.069645,34.609413
Selma Country Club,103 W Dallas Ave,Selma,AL,36701-6560,Semi Private,18 Holes,(334) 874-6907,-87.044127,32.40602
Craig Golf Course,262 Craig Industrial Park,Selma,AL,36701-8139,Public,9 Holes,(334) 872-4451,-86.986899,32.36128
Occidental Chemical Co. Golf Course,1000 N Wilson Dam Hwy,Sheffield,AL,35660,Semi Private,9 Holes,(256) 389-2301,-87.692605,34.75973
Shoal Creek,100 New Williamsburg Dr,Shoal Creek,AL,35242-5940,Private,27 Holes,(205) 991-9000,-86.615399,33.43884
TimberCreek Golf Club,9650 Timbercreek Blvd,Spanish Fort,AL,36527-5604,Public,54 Holes,(251) 621-9900,-87.85673,30.670241
Oak Hill Country Club,101 Country Club Rd,Sulligent,AL,35586-4462,Private,9 Holes,(205) 698-9918,-88.119665,33.837625
Sylacauga Country Club,1 Fairway Dr,Sylacauga,AL,35150,Private,18 Holes,(256) 249-8084,-86.241561,33.216314
FarmLinks Golf Club,2200 FarmLinks Blvd,Sylacauga,AL,35151,Public,18 Holes,(205) 403-4653,-86.419684,33.11773
Talladega Municipal Golf Course,65230 Hwy 77 North,Talladega,AL,65230,Municipal,18 Holes,(256) 362-8151,-86.107165,33.446152
Timber Ridge Golf Club,101 Ironaton Road,Talladega,AL,35160,Public,18 Holes,(256) 362-0346,-86.071216,33.435546
Lakeside Country Club,5881 Cherokee Trl,Tallassee,AL,36078-3803,Public,18 Holes,(334) 283-4090,-85.947715,32.609354
Meadowlake Golf Course,8350 Theodore Dawes Rd W,Theodore,AL,36582,Public,9 Holes,(251) 401-0274,-88.23757,30.580861
Pineview Country Club,1250 Country Club Dr,Thomasville,AL,36784,Private,9 Holes,(334) 636-5938,-87.762552,31.907746
Troy Country Club,1 Club Rd,Troy,AL,36079,Private,9 Holes,(334) 566-1169,-85.965345,31.778483
Trojan Oaks Golf Course,Troy St Univ  Adams Center 215,Troy,AL,36082-0001,Public,9 Holes,(334) 670-3377,-85.955571,31.802189
Trussville Country Club,7905 Roper Rd,Trussville,AL,35173-3105,Public,18 Holes,(205) 655-2095,-86.55624,33.603457
Ol' Colony Golf Complex,401 Old Colony Rd,Tuscaloosa,AL,35406-4200,Municipal,18 Holes,(205) 562-3201,-87.534657,33.260213
Woodland Forrest Country Club,5604 Woodland Forrest Dr,Tuscaloosa,AL,35405-5643,Private,18 Holes,(205) 556-1232,-87.46721,33.155495
Country Club of Tuscaloosa,3700 6th St,Tuscaloosa,AL,35401-1358,Semi Private,18 Holes,(205) 759-5535,-87.584279,33.205993
Indian Hills Country Club,1650 Highway 82,Tuscaloosa,AL,35406,Semi Private,18 Holes,(205) 349-1504,-87.541789,33.23371
NorthRiver Yacht Club,3100 Yacht Club Way NE,Tuscaloosa,AL,35406-1126,Semi Private,18 Holes,(205) 345-0202,-87.498139,33.294354
The Links At Tuscaloosa,1800 Links Blvd,Tuscaloosa,AL,35405-4871,Public,18 Holes,NA,-87.560594,33.155844
Spring Creek Golf Course,800 Woodmont Dr,Tuscumbia,AL,35674-3952,Municipal,9 Holes,(256) 386-5670,-87.695097,34.715528
Tennessee Valley Country Club,101 Maple St,Tuscumbia,AL,35674-4416,Private,9 Holes,(256) 383-3689,-87.704489,34.718458
Cherokee Ridge Country Club,4000 Cherokee Ridge Dr,Union Grove,AL,35175-7943,Semi Private,18 Holes,(256) 498-5300,-86.568835,34.419236
Union Springs Country Club,Country Club Drive,Union Springs,AL,36089,Private,9 Holes,(334) 738-5015,-85.72653,32.152813
Valley Grande Golf Club,1009 Warrior Dr,Valley Grande,AL,36701-1604,Public,18 Holes,(334) 877-4433,-87.115341,32.486742
Rolling Hills Golf Course,9565 Lee Rd 279,Valley,AL,36854-6811,Public,9 Holes,(334) 749-1972,-85.202628,32.702326
Old Overton Club,7251 Old Overton Club Dr,Vestavia Hills,AL,35242-2520,Private,18 Holes,(205) 972-9001,-86.681762,33.491622
Emerald Mountain Golf Club,245 Mountain View Rd,Wetumpka,AL,36093-3846,Public,18 Holes,(334) 514-8082,-86.105816,32.448205
Quail Walk Country Club,2110 Holtville Rd,Wetumpka,AL,36092-5706,Public,18 Holes,(334) 567-5014,-86.227318,32.563393
Sumter Country Club,51880 Country Club Rd,York,AL,51880,Private,9 Holes,(205) 392-9911,-88.313146,32.510017
Eagle Crest Golf Course,3926 Golf Course Dr,Alma,AR,72921-7896,Public,18 Holes,(479) 632-8857,-94.16868,35.500064
River Valley Golf Course,5829 Highway 64 E,Alma,AR,72921-7900,Public,18 Holes,(479) 997-1188,-94.15348,35.493705
Turtle Pointe Golf Club,182 Club Dr,Arkadelphia,AR,71923-8102,Public,18 Holes,(870) 246-6642,-93.09088,34.14483
Millwood Landing Golf & R V  Resort,596 Highway 317,Ashdown,AR,71822-8467,Public,18 Holes,(870) 898-6674,-94.01366,33.712909
Southern Fairways LLC,2104 Buck Wright Road,Ashdown,AR,71822,Public,18 Holes,(870) 898-5649,-94.131614,33.692565
Cypress Creek Country Club,8302 Highway #64 East,Augusta,AR,72006,Private,9 Holes,(870) 347-3211,-91.274188,35.284923
Bald Knob Country Club,216 Country Club Road,Bald Knob,AR,72010,Public,9 Holes,(501) 724-3537,-91.591594,35.313464
Deer Trails Golf Course,Bldg #3910 Arkansas Boulevard,Barling,AR,72923,Public,9 Holes,(479) 478-6971,-94.303348,35.296597
Batesville Municipal Golf Course,1850 Chaney Dr,Batesville,AR,72501-7638,Municipal,9 Holes,(870) 698-2431,-91.636614,35.758832
Batesville Country Club,1100 24th St,Batesville,AR,72501-7438,Private,9 Holes,(870) 793-2525,-91.62625,35.768137
The Course At Eagle Mountain,800 Gap Rd,Batesville,AR,72501-8685,Public,18 Holes,(870) 612-8000,-91.583536,35.748918
Bella Vista Country Club,101 Town Ctr NE,Bella Vista,AR,72714-2403,Private,126 Holes,(479) 855-8130,-94.193794,36.456498
Longhills Golf Club,327 Highway 5 N,Benton,AR,72015-8554,Public,18 Holes,(501) 316-3000,-92.551093,34.60085
Silver Springs Country Club,6301 Trace Creek Rd,Benton,AR,72015-6972,Public,18 Holes,(501) 778-4121,-92.653712,34.530638
Links At Bentonville Golf & Athletic Club,2101 SE Hilton Head Dr,Bentonville,AR,72712-6352,Public,9 Holes,(479) 271-0163,-94.184783,36.349281
Carroll County Golf Course,Highway 62 West,Berryville,AR,72616,Public,9 Holes,(870) 423-3280,-93.595458,36.381646
De Gray State Park Golf Course,2027 State Park Maintenance Rd,Bismarck,AR,71929-7308,Municipal,18 Holes,(501) 865-2807,-93.163421,34.255162
Caddo Creek Golf Course,4009 Highway 7,Bismarck,AR,71929-7165,Public,9 Holes,(501) 865-3666,-93.159963,34.280331
Thunder Bayou Golf Links,1229 Perimeter Rd,Blytheville,AR,72315-6234,Municipal,18 Holes,(870) 532-2621,-89.920237,35.950081
Blytheville Country Club,Highway 61 North,Blytheville,AR,72315,Private,18 Holes,(870) 763-7821,-89.911007,35.950614
Cherokee Creek Golf Club,Highway 10 East,Booneville,AR,72927,Public,18 Holes,(479) 675-5858,-93.894188,35.14363
Brinkley Country Club,Highway 70 West,Brinkley,AR,72021,Private,9 Holes,(870) 734-2967,-91.228206,34.856172
Hurricane Golf and Country Club,4300 Hurricane Dr,Bryant,AR,72022-6201,Semi Private,18 Holes,(501) 847-2609,-92.521604,34.605737
Rivercliff Golf Club,110 Club House Lane,Bull Shoals,AR,72619,Public,18 Holes,(870) 445-4800,-92.585217,36.364377
Rolling Hills Country Club Inc,271 Country Club Rd,Cabot,AR,72023-7303,Private,18 Holes,(501) 843-5231,-91.979856,34.935244
Greystone Country Club,57 Greystone Blvd,Cabot,AR,72023-8175,Public,36 Holes,(501) 941-4441,-92.063556,35.022134
Camden Country Club,1915 W Washington St,Camden,AR,71701-3133,Semi Private,18 Holes,(870) 836-8414,-92.861865,33.585389
Highland Golf Course,707 Highway 274,Camden,AR,71701-7350,Public,9 Holes,(870) 574-9080,-92.735186,33.615139
The Creeks Golf Course LLC,1499 S Main St,Cave Springs,AR,72718-9400,Public,18 Holes,(479) 248-1000,-94.236941,36.246757
Cherokee Village North Course,75 Pro Shop Rd,Cherokee Village,AR,72529-2611,Semi Private,18 Holes,(870) 257-3430,-91.551334,36.317763
Cherokee Village South Course,#5 Laguna Drive,Cherokee Village,AR,72529,Semi Private,18 Holes,(870) 257-2555,-91.595674,36.288613
Pines Golf Club,18340 Hwy 79,Clarendon,AR,18340,Public,9 Holes,(870) 462-8374,-91.154559,34.69131
Clarksville Country Club,401 W Country Club Dr,Clarksville,AR,72830-9108,Public,9 Holes,(479) 754-3026,-93.487037,35.450776
Red River Golf Club Inc,360 Factory Rd,Clinton,AR,72031-6742,Public,9 Holes,(501) 745-8774,-92.445717,35.584084
Centennial Valley Golf Course,1600 Centennial Club Dr,Conway,AR,72034-8111,Semi Private,18 Holes,(501) 513-2522,-92.501924,35.101208
Conway Country Club,555 Country Club Rd,Conway,AR,72034-7279,Semi Private,18 Holes,(501) 329-9887,-92.480488,35.086774
Cadron Valley Country Club,3400 Irby Dr,Conway,AR,72034-7313,Public,9 Holes,(501) 336-0909,-92.483753,35.107429
The Greens At Nutters Chapel,1705 S Salem Rd,Conway,AR,72034,Public,18 Holes,(501) 329-5867,-92.473809,35.049963
Victory Lake Golf Course,536 E Elm St,Corning,AR,72422-7511,Municipal,9 Holes,(870) 857-6378,-90.571705,36.40584
Prairie Country Club,Highway #52 North,Crossett,AR,71635,Private,9 Holes,(870) 364-2456,-91.896602,33.175525
Chamberlyne Country Club,10614 Country Club Dr,Danville,AR,10614,Public,18 Holes,(479) 495-4100,-93.371005,35.105832
Lions Den Golf Club,11044 Bay Ridge Dr,Dardanelle,AR,11044,Public,18 Holes,(479) 229-4162,-93.215378,35.25786
De Queen Country Club and Lodge,Route 70 East,De Queen,AR,71832,Private,18 Holes,(870) 642-8800,-94.278822,34.046782
Oak Hills Country Club,RR 1,De Witt,AR,72042,Private,9 Holes,(870) 946-3891,-91.385147,34.305869
Diamond Hills Country Club,20701 Highway 7 North,Diamond City,AR,20701,Public,18 Holes,(870) 422-7613,-92.922129,36.46558
Tannenbaum Golf Club,5 Kustrin Dr,Drasco,AR,72530-9151,Public,18 Holes,(501) 362-5577,-92.056779,35.559388
Lions Club Municipal Golf Course,East 19th & Martin Luther King Blvd,El Dorado,AR,71730,Municipal,18 Holes,(870) 881-4180,-92.647674,33.236988
El Dorado Golf & Country Club,101 Shady Side St,El Dorado,AR,71730-3147,Private,18 Holes,(870) 863-7380,-92.661157,33.238957
The Resurrection Course at Mystic Creek,1000 N Wyatt,El Dorado,AR,71730,Public,18,(870) 312-0723,-92.731619,33.227591
England Country Club,Highway 161,England,AR,72046,Private,9 Holes,(501) 842-2781,-92.011471,34.542492
Indian Hills Country Club,Snead Drive,Fairfield Bay,AR,72088,Private,18 Holes,(501) 884-3852,-92.249026,35.619657
Mountain Ranch Golf Club,820 Lost Creek Pkwy,Fairfield Bay,AR,72088-3630,Public,18 Holes,(501) 884-3400,-92.288285,35.610854
Golf Club At Valley View,11520 Club House Pkwy,Farmington,AR,11520,Public,18 Holes,(479) 267-1096,-94.262382,36.012815
Fayetteville Country Club,3335 S Country Club Dr,Fayetteville,AR,72701-7156,Private,18 Holes,(479) 442-5112,-94.157179,36.029947
Paradise Valley Athletic Club,3728 N Old Missouri Rd,Fayetteville,AR,72703-6502,Private,18 Holes,(479) 521-5841,-94.130007,36.118802
Blessings Golf Club,5826 Clear Creek Blvd,Fayetteville,AR,72704-9355,Semi Private,18 Holes,(479) 444-6330,-94.201823,36.13177
Lakeside Par 3,200 W Village Lake Dr,Fayetteville,AR,72703-4092,Public,9 Holes,(479) 442-7748,-94.159746,36.09962
Razorback Park Golf Course,2514 W Lori Dr,Fayetteville,AR,72704,Public,18 Holes,(479) 443-5862,-94.19474,36.097964
Stonebridge Meadows Golf Club,3495 E Goff Farm Rd,Fayetteville,AR,72701-7527,Public,18 Holes,(479) 571-3673,-94.112647,36.045276
The Links At Fayetteville,2300 W Player Ln,Fayetteville,AR,72704,Public,9 Holes,(479) 966-4330,-94.211993,36.079466
Fordyce Country Club,Country Club Road,Fordyce,AR,71742,Private,9 Holes,(870) 352-2264,-92.469942,33.813018
Forrest City Country Club,922 E Cross St,Forrest City,AR,72335-3959,Private,18 Holes,(870) 633-3380,-90.780207,35.008165
Ridgecrest Country Club,Barrow Hill Road,Forrest City,AR,72335,Private,9 Holes,(870) 633-9863,-90.767642,35.060809
Ben Geren Regional Park Golf Course,7200 Zero St,Fort Smith,AR,72903-6589,Municipal,45 Holes,(479) 646-5301,-94.354514,35.326029
Fianna Hills Country Club,1 Essex Pl,Fort Smith,AR,72908-9040,Semi Private,18 Holes,(479) 646-5134,-94.413055,35.293613
Hardscrabble Country Club,5211 Cliff Dr,Fort Smith,AR,72903-4630,Semi Private,18 Holes,(479) 783-3731,-94.384052,35.349195
Fort Smith Country Club,5500 Midland Blvd,Fort Smith,AR,72904-1712,Public,9 Holes,(479) 783-4653,-94.370373,35.425037
The First Tee of Fort Smith  The Jack Stephens Yo,5800 Geren Rd,Fort Smith,AR,72916-9730,Public,9 Holes,(479) 648-9833,-94.370224,35.318144
The Links of Fort Smith,5100 S Zero St,Fort Smith,AR,72903-6944,Public,9 Holes,(479) 648-9691,-94.37663,35.326946
Glenwood Country Club,584 Highway 70 E,Glenwood,AR,71943-8904,Public,18 Holes,(870) 356-4422,-93.505799,34.338358
Persimmon Ridge Golf Club,1 Fairway Dr,Greenbrier,AR,72058-8806,Public,9 Holes,(501) 679-5423,-92.31987,35.279956
Vache Grasse Country Club,891 Country Club Road,Greenwood,AR,72936,Public,18 Holes,(479) 996-4191,-94.226664,35.200598
Red Martin Country Club,1661 Highway 53 S,Gurdon,AR,71743-9326,Private,9 Holes,(870) 353-9981,-93.142201,33.872164
Harrison Country Club,Highway 62-65 North,Harrison,AR,72601,Public,18 Holes,(870) 741-2443,-93.127951,36.263359
The Links At Harrison,1919 Club Cir,Harrison,AR,72601-8886,Public,9 Holes,(870) 365-3621,-93.137437,36.253133
Grand Prairie Country Club,682 Country Club Rd,Hazen,AR,72064-9893,Public,9 Holes,(870) 255-3043,-91.575256,34.822943
Red Apple Inn & Country Club,325 Club Dr,Heber Springs,AR,72543-7917,Semi Private,18 Holes,(501) 362-3131,-92.106171,35.496522
Lost Creek Golf Club,1104 Industrial Park Rd,Heber Springs,AR,72543-8526,Public,18 Holes,(501) 362-2582,-91.966041,35.504502
Riverland Country Club,175 Riverland Dr,Heber Springs,AR,72543-8713,Public,9 Holes,(501) 362-7541,-91.961962,35.486465
Thunderbird Country Club,2909 Case Ford Rd,Heber Springs,AR,72543-6004,Public,9 Holes,(501) 362-5200,-92.039816,35.523462
Holiday Island Golf Course,1 Country Club Dr,Holiday Island,AR,72631-5106,Public,27 Holes,(479) 253-9511,-93.72561,36.461261
Hope Country Club,3605 Patmos Rd,Hope,AR,71801-9328,Private,18 Holes,(870) 777-8182,-93.579263,33.631352
Cedar Glade Golf Club,900 4th Street,Horseshoe Bend,AR,72512,Public,18 Holes,(870) 670-4653,-91.759992,36.218556
The Course At Turkey Mountain,3 Club Rd,Horseshoe Bend,AR,72512-2717,Public,18 Holes,(870) 670-5252,-91.764348,36.229235
Belvedere Country Club,385 Belvedere Dr,Hot Springs National Park,AR,71901-9145,Public,18 Holes,(501) 321-3591,-93.009484,34.546205
Balboa Golf Course,111 Balboa Way,Hot Springs Village,AR,71909-6919,Private,18 Holes,(501) 922-1504,-92.938687,34.634737
Coronado Golf Course,199 Surtidor Way,Hot Springs Village,AR,71909-6832,Private,18 Holes,(501) 922-2355,-92.946674,34.643742
Cortez Golf Course,299 Cortez Rd,Hot Springs Village,AR,71909-3609,Private,27 Holes,(501) 922-1590,-92.985694,34.699148
DeSoto Golf Course,102 Clubhouse Dr,Hot Springs Village,AR,71909-3046,Private,18 Holes,(501) 922-0001,-93.042658,34.667498
Granada Golf Course,250 Maderas Dr,Hot Springs Village,AR,71909-7989,Private,18 Holes,(501) 922-3095,-92.86302,34.649326
Isabella Golf Course,110 Iniciador Way,Hot Springs Village,AR,71909-7827,Private,36 Holes,(501) 922-5505,-92.86296,34.635184
Magellan Golf Course,451 Ponce de Leon Dr,Hot Springs Village,AR,71909-8101,Private,18 Holes,(501) 922-4497,-92.89353,34.626501
Ponce De Leon Golf Course,300 Ponce de Leon Dr,Hot Springs Village,AR,71909-8102,Private,18 Holes,(501) 922-4250,-92.893593,34.650653
Diamante Golf & Country Club,2000 Country Club Dr,Hot Springs Village,AR,71909-8500,Semi Private,18 Holes,(501) 922-4191,-92.863411,34.641651
Diamondhead Golf & Country Club,245 Independence Dr,Hot Springs,AR,71913-7730,Public,18 Holes,(501) 262-3734,-92.949232,34.437534
Hot Springs Country Club,101 Country Club Dr,Hot Springs,AR,71901-8035,Public,36 Holes,(501) 624-2661,-93.030801,34.480592
Lakeside Golf Club,418 Wilsons Lake Rd,Hot Springs,AR,71901-7954,Public,9 Holes,(501) 262-1826,-92.979683,34.456312
Lakeview Golf Club,121 Essex Park Ter,Hot Springs,AR,71901-8352,Public,9 Holes,(501) 262-0050,-92.983786,34.470837
Magic Hills Public Golf Course,1873 E Grand Ave,Hot Springs,AR,71901-4891,Public,9 Holes,(501) 620-4567,-93.013932,34.513328
Bunker Hill Golf Course,8 Bunker Hill Dr,Houston,AR,72070-8120,Public,18 Holes,(501) 759-1200,-92.669502,35.070607
Oakridge Golf Course,Highway 74 West,Huntsville,AR,72740,Public,18 Holes,(479) 738-6401,-93.765053,36.084287
Foxwood Golf Club,701 Foxwood Dr,Jacksonville,AR,72076-2624,Public,18 Holes,(501) 982-7508,-92.083817,34.89208
