Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,1201,2,1500000US150030012012,"Block Group 2, Census Tract 12.01, Honolulu County, Hawaii",,,1.50E+11,318998,0,15,"Block Group 2, Census Tract 12.01, Honolulu County, Hawaii",1097700,125579,1818,577,0.123165824,0.123165824,0,1978,567,0,25,54,21,17,111,108,58,83,90,1965,567,308,259,10,0,0,10
ACSSF,HI,150,0,15,3,1202,1,1500000US150030012021,"Block Group 1, Census Tract 12.02, Honolulu County, Hawaii",,,1.50E+11,346472,0,15,"Block Group 1, Census Tract 12.02, Honolulu County, Hawaii",997100,124474,2058,758,0.133773595,0.133773595,0,2033,650,26,11,35,9,28,122,127,118,156,18,1961,650,423,227,108,0,34,74
ACSSF,HI,150,0,15,3,1202,2,1500000US150030012022,"Block Group 2, Census Tract 12.02, Honolulu County, Hawaii",,,1.50E+11,174255,0,15,"Block Group 2, Census Tract 12.02, Honolulu County, Hawaii",788600,105139,1099,299,0.067280233,0.067280233,0,1467,299,0,9,58,7,13,28,13,82,58,31,1957,299,213,86,0,0,0,0
ACSSF,HI,150,0,15,3,1300,1,1500000US150030013001,"Block Group 1, Census Tract 13, Honolulu County, Hawaii",,,1.50E+11,156299,0,15,"Block Group 1, Census Tract 13, Honolulu County, Hawaii",1007400,104138,970,332,0.060347386,0.060347386,0,1650,324,0,0,0,8,24,100,46,53,38,55,1964,324,212,112,8,0,0,8
ACSSF,HI,150,0,15,3,1300,2,1500000US150030013002,"Block Group 2, Census Tract 13, Honolulu County, Hawaii",,,1.50E+11,269600,0,15,"Block Group 2, Census Tract 13, Honolulu County, Hawaii",1205600,81528,1535,574,0.104093149,0.104093149,0,2417,460,0,0,37,7,0,77,33,91,136,79,1952,460,213,247,114,0,0,114
ACSSF,HI,150,0,15,3,1300,3,1500000US150030013003,"Block Group 3, Census Tract 13, Honolulu County, Hawaii",,,1.50E+11,216149,0,15,"Block Group 3, Census Tract 13, Honolulu County, Hawaii",937500,127833,898,375,0.0834556,0.0834556,0,1656,272,0,25,0,0,17,43,48,8,35,96,1955,272,132,140,103,0,0,103
ACSSF,HI,150,0,15,3,1300,4,1500000US150030013004,"Block Group 4, Census Tract 13, Honolulu County, Hawaii",,,1.50E+11,286033,0,15,"Block Group 4, Census Tract 13, Honolulu County, Hawaii",475700,,822,383,0.110437967,0.110437967,0,1194,310,28,0,21,36,14,26,66,24,79,16,1966,310,150,160,73,21,0,52
ACSSF,HI,150,0,15,3,1400,1,1500000US150030014001,"Block Group 1, Census Tract 14, Honolulu County, Hawaii",,,1.50E+11,190953,0,15,"Block Group 1, Census Tract 14, Honolulu County, Hawaii",1146600,167857,862,320,0.073727369,0.073727369,0,2600,320,0,16,8,6,29,113,40,49,48,11,1971,320,286,34,0,0,0,0
ACSSF,HI,150,0,15,3,1400,2,1500000US150030014002,"Block Group 2, Census Tract 14, Honolulu County, Hawaii",,,1.50E+11,313723,0,15,"Block Group 2, Census Tract 14, Honolulu County, Hawaii",994400,105893,1755,647,0.121129133,0.121129133,0,2701,622,0,31,29,59,83,77,50,155,77,61,1963,622,367,255,25,0,0,25
ACSSF,HI,150,0,15,3,1501,1,1500000US150030015011,"Block Group 1, Census Tract 15.01, Honolulu County, Hawaii",,,1.50E+11,222817,0,15,"Block Group 1, Census Tract 15.01, Honolulu County, Hawaii",1073500,,1836,693,0.086030126,0.086030126,0,1720,650,0,72,183,48,36,83,56,86,38,48,1983,650,226,424,43,0,0,43
ACSSF,HI,150,0,15,3,1502,1,1500000US150030015021,"Block Group 1, Census Tract 15.02, Honolulu County, Hawaii",,,1.50E+11,138387,0,15,"Block Group 1, Census Tract 15.02, Honolulu County, Hawaii",945500,126208,1114,443,0.053431522,0.053431522,0,2151,389,0,10,59,39,75,21,8,57,75,45,1959,389,245,144,54,46,0,8
ACSSF,HI,150,0,15,3,1502,2,1500000US150030015022,"Block Group 2, Census Tract 15.02, Honolulu County, Hawaii",,,1.50E+11,200018,0,15,"Block Group 2, Census Tract 15.02, Honolulu County, Hawaii",1118600,135417,1254,446,0.077227384,0.077227384,0,2100,430,0,5,31,17,0,110,37,81,55,94,1959,430,298,132,16,16,0,0
ACSSF,HI,150,0,15,3,1601,1,1500000US150030016011,"Block Group 1, Census Tract 16.01, Honolulu County, Hawaii",,,1.50E+11,179463,0,15,"Block Group 1, Census Tract 16.01, Honolulu County, Hawaii",1219400,92763,1244,530,0.069291055,0.069291055,0,1844,514,0,20,5,10,17,116,138,44,96,68,1964,514,127,387,16,7,0,9
ACSSF,HI,150,0,15,3,1601,2,1500000US150030016012,"Block Group 2, Census Tract 16.01, Honolulu County, Hawaii",,,1.50E+11,134620,0,15,"Block Group 2, Census Tract 16.01, Honolulu County, Hawaii",781900,93493,685,253,0.051977076,0.051977076,0,2141,193,0,23,7,11,6,47,66,0,0,33,1967,193,130,63,60,0,0,60
ACSSF,HI,150,0,15,3,1602,1,1500000US150030016021,"Block Group 1, Census Tract 16.02, Honolulu County, Hawaii",,,1.50E+11,148386,0,15,"Block Group 1, Census Tract 16.02, Honolulu County, Hawaii",1016900,45893,768,317,0.057292156,0.057292156,0,3220,277,0,14,5,0,54,23,76,14,39,52,1965,277,196,81,40,33,0,7
ACSSF,HI,150,0,15,3,1602,2,1500000US150030016022,"Block Group 2, Census Tract 16.02, Honolulu County, Hawaii",,,1.50E+11,156555,0,15,"Block Group 2, Census Tract 16.02, Honolulu County, Hawaii",1177800,168636,853,280,0.060446225,0.060446225,0,,222,0,19,22,33,0,27,34,26,53,8,1965,222,140,82,58,0,0,58
ACSSF,HI,150,0,15,3,1700,1,1500000US150030017001,"Block Group 1, Census Tract 17, Honolulu County, Hawaii",,,1.50E+11,423560,0,15,"Block Group 1, Census Tract 17, Honolulu County, Hawaii",701600,104605,1423,726,0.163537443,0.163537443,0,2220,634,0,2,6,0,8,164,276,103,14,61,1965,634,461,173,92,64,19,9
ACSSF,HI,150,0,15,3,1700,2,1500000US150030017002,"Block Group 2, Census Tract 17, Honolulu County, Hawaii",,,1.50E+11,955648,1263788,15,"Block Group 2, Census Tract 17, Honolulu County, Hawaii",1779800,128125,703,920,0.856929064,0.368977785,0.487951308,3500,446,0,14,0,18,21,28,115,156,21,73,1960,446,309,137,474,18,8,448
ACSSF,HI,150,0,15,3,1801,1,1500000US150030018011,"Block Group 1, Census Tract 18.01, Honolulu County, Hawaii",,,1.50E+11,97094,0,15,"Block Group 1, Census Tract 18.01, Honolulu County, Hawaii",687500,51071,469,761,0.037488203,0.037488203,0,1339,316,0,0,0,11,18,194,93,0,0,0,1971,316,97,219,445,129,0,316
ACSSF,HI,150,0,15,3,1801,2,1500000US150030018012,"Block Group 2, Census Tract 18.01, Honolulu County, Hawaii",,,1.50E+11,71665,0,15,"Block Group 2, Census Tract 18.01, Honolulu County, Hawaii",475000,97847,470,603,0.027670013,0.027670013,0,1800,251,0,0,6,7,6,96,114,10,7,5,1970,251,51,200,352,68,0,284
ACSSF,HI,150,0,15,3,1803,1,1500000US150030018031,"Block Group 1, Census Tract 18.03, Honolulu County, Hawaii",,,1.50E+11,27491,0,15,"Block Group 1, Census Tract 18.03, Honolulu County, Hawaii",460900,54257,765,740,0.010614335,0.010614335,0,1497,506,0,0,0,10,37,204,195,31,29,0,1972,506,174,332,234,195,39,0
ACSSF,HI,150,0,15,3,1803,2,1500000US150030018032,"Block Group 2, Census Tract 18.03, Honolulu County, Hawaii",,,1.50E+11,15358,0,15,"Block Group 2, Census Tract 18.03, Honolulu County, Hawaii",,,183,184,0.005929757,0.005929757,0,1347,132,0,0,0,0,9,92,31,0,0,0,1974,132,69,63,52,25,0,27
ACSSF,HI,150,0,15,3,1803,3,1500000US150030018033,"Block Group 3, Census Tract 18.03, Honolulu County, Hawaii",,,1.50E+11,36799,22289,15,"Block Group 3, Census Tract 18.03, Honolulu County, Hawaii",494200,71471,1011,832,0.022814006,0.014208174,0.008605831,1554,582,22,10,50,24,11,212,182,71,0,0,1972,582,145,437,250,72,0,178
ACSSF,HI,150,0,15,3,1803,4,1500000US150030018034,"Block Group 4, Census Tract 18.03, Honolulu County, Hawaii",,,1.50E+11,27567,0,15,"Block Group 4, Census Tract 18.03, Honolulu County, Hawaii",444700,74323,668,561,0.010643679,0.010643679,0,1844,408,0,0,0,0,147,147,114,0,0,0,1976,408,103,305,153,0,32,121
ACSSF,HI,150,0,15,3,1804,1,1500000US150030018041,"Block Group 1, Census Tract 18.04, Honolulu County, Hawaii",,,1.50E+11,49443,0,15,"Block Group 1, Census Tract 18.04, Honolulu County, Hawaii",457400,73472,623,616,0.019090049,0.019090049,0,1822,421,0,0,0,13,238,122,21,0,0,27,1982,421,260,161,195,45,0,150
ACSSF,HI,150,0,15,3,1804,2,1500000US150030018042,"Block Group 2, Census Tract 18.04, Honolulu County, Hawaii",,,1.50E+11,96601,0,15,"Block Group 2, Census Tract 18.04, Honolulu County, Hawaii",442900,70440,909,695,0.037297856,0.037297856,0,1888,517,0,0,0,13,28,254,211,0,0,11,1971,517,319,198,178,50,25,103
ACSSF,HI,150,0,15,3,1901,1,1500000US150030019011,"Block Group 1, Census Tract 19.01, Honolulu County, Hawaii",,,1.50E+11,1015482,725870,15,"Block Group 1, Census Tract 19.01, Honolulu County, Hawaii",540900,102083,482,2020,0.672339797,0.3920798,0.280259997,1789,283,0,2,0,0,0,79,196,6,0,0,1968,283,188,95,1737,474,0,1263
ACSSF,HI,150,0,15,3,1905,1,1500000US150030019051,"Block Group 1, Census Tract 19.05, Honolulu County, Hawaii",,,1.50E+11,23215,2825,15,"Block Group 1, Census Tract 19.05, Honolulu County, Hawaii",,188982,508,293,0.0100541,0.008963362,0.001090739,2401,255,0,0,129,0,0,30,0,89,7,0,1974,255,180,75,38,38,0,0
ACSSF,HI,150,0,15,3,1905,2,1500000US150030019052,"Block Group 2, Census Tract 19.05, Honolulu County, Hawaii",,,1.50E+11,31797,3285,15,"Block Group 2, Census Tract 19.05, Honolulu County, Hawaii",615400,54565,855,759,0.013545237,0.012276891,0.001268346,2141,590,0,0,0,10,0,265,241,27,47,0,1967,590,138,452,169,0,0,169
ACSSF,HI,150,0,15,3,1906,1,1500000US150030019061,"Block Group 1, Census Tract 19.06, Honolulu County, Hawaii",,,1.50E+11,30330,0,15,"Block Group 1, Census Tract 19.06, Honolulu County, Hawaii",446700,45701,675,684,0.011710479,0.011710479,0,1420,507,0,0,16,14,29,289,118,16,13,12,1973,507,150,357,177,0,0,177
ACSSF,HI,150,0,15,3,1906,2,1500000US150030019062,"Block Group 2, Census Tract 19.06, Honolulu County, Hawaii",,,1.50E+11,24121,0,15,"Block Group 2, Census Tract 19.06, Honolulu County, Hawaii",721200,83000,1101,599,0.009313171,0.009313171,0,2733,472,0,96,38,14,20,218,59,27,0,0,1978,472,280,192,127,0,15,112
ACSSF,HI,150,0,15,3,1906,3,1500000US150030019063,"Block Group 3, Census Tract 19.06, Honolulu County, Hawaii",,,1.50E+11,32900,5646,15,"Block Group 3, Census Tract 19.06, Honolulu County, Hawaii",602600,97436,1302,916,0.014882694,0.012702761,0.002179933,2286,758,0,0,4,25,31,504,130,64,0,0,1974,758,491,267,158,50,0,108
ACSSF,HI,150,0,15,3,1907,1,1500000US150030019071,"Block Group 1, Census Tract 19.07, Honolulu County, Hawaii",,,1.50E+11,29977,0,15,"Block Group 1, Census Tract 19.07, Honolulu County, Hawaii",621900,78740,1460,1148,0.011574185,0.011574185,0,2369,772,0,137,63,123,156,266,0,27,0,0,1983,772,323,449,376,121,0,255
ACSSF,HI,150,0,15,3,1907,2,1500000US150030019072,"Block Group 2, Census Tract 19.07, Honolulu County, Hawaii",,,1.50E+11,17576,0,15,"Block Group 2, Census Tract 19.07, Honolulu County, Hawaii",,156645,273,159,0.006786132,0.006786132,0,,159,0,0,0,0,0,121,38,0,0,0,1973,159,122,37,0,0,0,0
ACSSF,HI,150,0,15,3,1907,3,1500000US150030019073,"Block Group 3, Census Tract 19.07, Honolulu County, Hawaii",,,1.50E+11,17891,0,15,"Block Group 3, Census Tract 19.07, Honolulu County, Hawaii",585900,67118,871,719,0.006907754,0.006907754,0,1915,614,0,12,0,0,0,290,232,80,0,0,1971,614,251,363,105,0,0,105
ACSSF,HI,150,0,15,3,2003,1,1500000US150030020031,"Block Group 1, Census Tract 20.03, Honolulu County, Hawaii",,,1.50E+11,92416,0,15,"Block Group 1, Census Tract 20.03, Honolulu County, Hawaii",429400,63034,904,1008,0.035682019,0.035682019,0,1928,631,0,0,0,12,61,425,110,23,0,0,1973,631,278,353,377,40,0,337
ACSSF,HI,150,0,15,3,2003,2,1500000US150030020032,"Block Group 2, Census Tract 20.03, Honolulu County, Hawaii",,,1.50E+11,51532,0,15,"Block Group 2, Census Tract 20.03, Honolulu County, Hawaii",374700,29407,701,1036,0.019896617,0.019896617,0,1767,571,0,0,12,78,11,303,155,12,0,0,1973,571,178,393,465,89,14,362
ACSSF,HI,150,0,15,3,2004,1,1500000US150030020041,"Block Group 1, Census Tract 20.04, Honolulu County, Hawaii",,,1.50E+11,19819,0,15,"Block Group 1, Census Tract 20.04, Honolulu County, Hawaii",539700,74286,489,491,0.007652159,0.007652159,0,2053,314,0,0,0,0,14,161,113,26,0,0,1973,314,142,172,177,20,0,157
ACSSF,HI,150,0,15,3,2004,2,1500000US150030020042,"Block Group 2, Census Tract 20.04, Honolulu County, Hawaii",,,1.50E+11,109728,26306,15,"Block Group 2, Census Tract 20.04, Honolulu County, Hawaii",450000,61395,687,487,0.052523024,0.042366218,0.010156804,1677,436,0,0,0,0,17,80,192,141,6,0,1964,436,96,340,51,37,0,14
ACSSF,HI,150,0,15,3,2005,1,1500000US150030020051,"Block Group 1, Census Tract 20.05, Honolulu County, Hawaii",,,1.50E+11,51762,7244,15,"Block Group 1, Census Tract 20.05, Honolulu County, Hawaii",602800,68428,847,773,0.022782344,0.019985421,0.002796924,1804,599,0,0,0,0,22,331,192,11,34,9,1971,599,197,402,174,38,25,111
ACSSF,HI,150,0,15,3,2005,2,1500000US150030020052,"Block Group 2, Census Tract 20.05, Honolulu County, Hawaii",,,1.50E+11,51419,11788,15,"Block Group 2, Census Tract 20.05, Honolulu County, Hawaii",729200,67321,812,1233,0.02440436,0.019852988,0.004551372,1298,544,0,150,0,186,30,74,75,6,0,23,1979,544,152,392,689,250,0,439
ACSSF,HI,150,0,15,3,2006,1,1500000US150030020061,"Block Group 1, Census Tract 20.06, Honolulu County, Hawaii",,,1.50E+11,64747,4448,15,"Block Group 1, Census Tract 20.06, Honolulu County, Hawaii",415200,52813,840,672,0.02671634,0.024998957,0.001717382,1861,442,0,50,32,17,72,81,116,74,0,0,1977,442,200,242,230,25,0,205
ACSSF,HI,150,0,15,3,2006,2,1500000US150030020062,"Block Group 2, Census Tract 20.06, Honolulu County, Hawaii",,,1.50E+11,82876,8577,15,"Block Group 2, Census Tract 20.06, Honolulu County, Hawaii",459300,63155,1248,1104,0.035310201,0.031998605,0.003311598,2009,754,0,11,23,17,73,434,131,59,2,4,1973,754,252,502,350,66,0,284
ACSSF,HI,150,0,15,3,2101,1,1500000US150030021011,"Block Group 1, Census Tract 21.01, Honolulu County, Hawaii",,,1.50E+11,662512,51662,15,"Block Group 1, Census Tract 21.01, Honolulu County, Hawaii",,49224,361,238,0.27574414,0.255797327,0.01994681,1542,178,0,0,9,16,17,48,67,9,6,6,1968,178,31,147,60,51,0,9
ACSSF,HI,150,0,15,3,2101,2,1500000US150030021012,"Block Group 2, Census Tract 21.01, Honolulu County, Hawaii",,,1.50E+11,19162,0,15,"Block Group 2, Census Tract 21.01, Honolulu County, Hawaii",578300,,742,327,0.00739849,0.00739849,0,1313,261,0,0,0,6,85,114,56,0,0,0,1976,261,147,114,66,0,0,66
ACSSF,HI,150,0,15,3,2101,3,1500000US150030021013,"Block Group 3, Census Tract 21.01, Honolulu County, Hawaii",,,1.50E+11,38862,0,15,"Block Group 3, Census Tract 21.01, Honolulu County, Hawaii",425700,60954,692,477,0.015004703,0.015004703,0,1394,441,0,0,0,0,69,171,50,142,9,0,1972,441,159,282,36,0,27,9
ACSSF,HI,150,0,15,3,2102,1,1500000US150030021021,"Block Group 1, Census Tract 21.02, Honolulu County, Hawaii",,,1.50E+11,176050,7188,15,"Block Group 1, Census Tract 21.02, Honolulu County, Hawaii",,71837,289,227,0.07074859,0.067973286,0.002775302,1412,181,0,6,16,0,0,34,107,18,0,0,1965,181,28,153,46,0,0,46
ACSSF,HI,150,0,15,3,2102,2,1500000US150030021022,"Block Group 2, Census Tract 21.02, Honolulu County, Hawaii",,,1.50E+11,218994,92,15,"Block Group 2, Census Tract 21.02, Honolulu County, Hawaii",409300,61094,1193,658,0.084589578,0.084554061,3.55E-05,1617,623,0,19,0,24,54,238,105,155,28,0,1972,623,258,365,35,0,0,35
ACSSF,HI,150,0,15,3,2203,1,1500000US150030022031,"Block Group 1, Census Tract 22.03, Honolulu County, Hawaii",,,1.50E+11,168580,35864,15,"Block Group 1, Census Tract 22.03, Honolulu County, Hawaii",619700,84200,1573,997,0.078936271,0.065089107,0.013847169,2167,784,0,0,4,0,18,590,136,17,19,0,1974,784,456,328,213,42,39,132
ACSSF,HI,150,0,15,3,2204,1,1500000US150030022041,"Block Group 1, Census Tract 22.04, Honolulu County, Hawaii",,,1.50E+11,53213,0,15,"Block Group 1, Census Tract 22.04, Honolulu County, Hawaii",500000,81357,1263,738,0.020545656,0.020545656,0,1627,690,0,0,9,40,57,376,66,115,27,0,1973,690,248,442,48,48,0,0
ACSSF,HI,150,0,15,3,2205,1,1500000US150030022051,"Block Group 1, Census Tract 22.05, Honolulu County, Hawaii",,,1.50E+11,184155,5552,15,"Block Group 1, Census Tract 22.05, Honolulu County, Hawaii",626200,86276,1879,1111,0.073246285,0.071102649,0.002143639,1787,892,0,0,0,66,133,388,237,56,12,0,1974,892,403,489,219,59,0,160
ACSSF,HI,150,0,15,3,2206,1,1500000US150030022061,"Block Group 1, Census Tract 22.06, Honolulu County, Hawaii",,,1.50E+11,40874,0,15,"Block Group 1, Census Tract 22.06, Honolulu County, Hawaii",501700,72609,1388,628,0.01578154,0.01578154,0,1427,628,0,0,0,212,94,94,148,27,53,0,1979,628,147,481,0,0,0,0
ACSSF,HI,150,0,15,3,2206,2,1500000US150030022062,"Block Group 2, Census Tract 22.06, Honolulu County, Hawaii",,,1.50E+11,60228,3335,15,"Block Group 2, Census Tract 22.06, Honolulu County, Hawaii",586500,42990,845,419,0.024541812,0.023254162,0.001287651,1217,350,0,0,0,25,75,30,130,60,13,17,1967,350,56,294,69,23,0,46
ACSSF,HI,150,0,15,3,2301,1,1500000US150030023011,"Block Group 1, Census Tract 23.01, Honolulu County, Hawaii",,,1.50E+11,89410,164,15,"Block Group 1, Census Tract 23.01, Honolulu County, Hawaii",485000,41900,929,495,0.034584716,0.034521397,6.33E-05,1841,406,0,30,44,0,26,194,84,12,0,16,1973,406,106,300,89,44,0,45
ACSSF,HI,150,0,15,3,2301,2,1500000US150030023012,"Block Group 2, Census Tract 23.01, Honolulu County, Hawaii",,,1.50E+11,44595,0,15,"Block Group 2, Census Tract 23.01, Honolulu County, Hawaii",392600,80515,1396,634,0.017218227,0.017218227,0,1640,605,0,0,0,62,38,245,186,0,0,74,1971,605,294,311,29,0,0,29
ACSSF,HI,150,0,15,3,2301,3,1500000US150030023013,"Block Group 3, Census Tract 23.01, Honolulu County, Hawaii",,,1.50E+11,81137,0,15,"Block Group 3, Census Tract 23.01, Honolulu County, Hawaii",437600,53323,1309,831,0.031327173,0.031327173,0,1432,743,0,0,0,0,18,504,139,50,0,32,1973,743,320,423,88,10,0,78
ACSSF,HI,150,0,15,3,2302,1,1500000US150030023021,"Block Group 1, Census Tract 23.02, Honolulu County, Hawaii",,,1.50E+11,69660,0,15,"Block Group 1, Census Tract 23.02, Honolulu County, Hawaii",435800,63600,1116,680,0.026895877,0.026895877,0,1269,604,0,6,7,0,45,260,157,92,37,0,1969,604,251,353,76,0,0,76
ACSSF,HI,150,0,15,3,2302,2,1500000US150030023022,"Block Group 2, Census Tract 23.02, Honolulu County, Hawaii",,,1.50E+11,80649,0,15,"Block Group 2, Census Tract 23.02, Honolulu County, Hawaii",353600,,595,407,0.031138754,0.031138754,0,1244,324,0,0,8,0,47,155,70,20,18,6,1974,324,75,249,83,0,0,83
ACSSF,HI,150,0,15,3,2401,1,1500000US150030024011,"Block Group 1, Census Tract 24.01, Honolulu County, Hawaii",,,1.50E+11,55283,0,15,"Block Group 1, Census Tract 24.01, Honolulu County, Hawaii",,62578,890,373,0.021344887,0.021344887,0,1321,317,0,0,16,47,74,39,33,71,13,24,1967,317,8,309,56,56,0,0
ACSSF,HI,150,0,15,3,2401,2,1500000US150030024012,"Block Group 2, Census Tract 24.01, Honolulu County, Hawaii",,,1.50E+11,45510,0,15,"Block Group 2, Census Tract 24.01, Honolulu County, Hawaii",691300,99028,874,452,0.017571511,0.017571511,0,1891,349,0,0,16,32,100,86,73,26,16,0,1975,349,75,274,103,33,0,70
ACSSF,HI,150,0,15,3,2401,3,1500000US150030024013,"Block Group 3, Census Tract 24.01, Honolulu County, Hawaii",,,1.50E+11,33986,0,15,"Block Group 3, Census Tract 24.01, Honolulu County, Hawaii",,65536,586,397,0.013122069,0.013122069,0,1242,370,0,0,0,53,104,36,67,83,27,0,1969,370,144,226,27,0,0,27
ACSSF,HI,150,0,15,3,2401,4,1500000US150030024014,"Block Group 4, Census Tract 24.01, Honolulu County, Hawaii",,,1.50E+11,34453,0,15,"Block Group 4, Census Tract 24.01, Honolulu County, Hawaii",532400,,841,271,0.013302378,0.013302378,0,1866,222,0,12,0,0,0,35,137,29,9,0,1965,222,47,175,49,49,0,0
ACSSF,HI,150,0,15,3,2403,1,1500000US150030024031,"Block Group 1, Census Tract 24.03, Honolulu County, Hawaii",,,1.50E+11,55809,0,15,"Block Group 1, Census Tract 24.03, Honolulu County, Hawaii",407300,49196,718,349,0.021547977,0.021547977,0,1591,304,0,0,0,0,4,130,90,57,8,15,1966,304,109,195,45,9,0,36
ACSSF,HI,150,0,15,3,2403,2,1500000US150030024032,"Block Group 2, Census Tract 24.03, Honolulu County, Hawaii",,,1.50E+11,45876,0,15,"Block Group 2, Census Tract 24.03, Honolulu County, Hawaii",408300,68750,888,499,0.017712824,0.017712824,0,1740,461,0,0,0,61,128,185,54,22,8,3,1978,461,55,406,38,0,0,38
ACSSF,HI,150,0,15,3,2404,1,1500000US150030024041,"Block Group 1, Census Tract 24.04, Honolulu County, Hawaii",,,1.50E+11,73135,0,15,"Block Group 1, Census Tract 24.04, Honolulu County, Hawaii",,43594,568,351,0.028237583,0.028237583,0,1236,299,0,0,0,10,39,57,59,112,14,8,1967,299,51,248,52,0,0,52
ACSSF,HI,150,0,15,3,2404,2,1500000US150030024042,"Block Group 2, Census Tract 24.04, Honolulu County, Hawaii",,,1.50E+11,83596,0,15,"Block Group 2, Census Tract 24.04, Honolulu County, Hawaii",477600,78975,903,458,0.032276597,0.032276597,0,1561,409,0,1,0,24,63,137,86,86,0,12,1972,409,190,219,49,0,0,49
ACSSF,HI,150,0,15,3,2500,1,1500000US150030025001,"Block Group 1, Census Tract 25, Honolulu County, Hawaii",,,1.50E+11,239625,1942,15,"Block Group 1, Census Tract 25, Honolulu County, Hawaii",294800,71029,2199,1403,0.093269542,0.09251973,0.00074981,1672,1104,0,0,19,38,110,446,274,53,126,38,1970,1104,379,725,299,128,0,171
ACSSF,HI,150,0,15,3,2500,2,1500000US150030025002,"Block Group 2, Census Tract 25, Honolulu County, Hawaii",,,1.50E+11,115349,3355,15,"Block Group 2, Census Tract 25, Honolulu County, Hawaii",809700,70227,927,483,0.045831874,0.044536501,0.001295373,1386,448,0,0,0,90,121,72,94,29,42,0,1977,448,113,335,35,0,0,35
ACSSF,HI,150,0,15,3,2500,3,1500000US150030025003,"Block Group 3, Census Tract 25, Honolulu County, Hawaii",,,1.50E+11,69211,0,15,"Block Group 3, Census Tract 25, Honolulu County, Hawaii",,,477,353,0.026722517,0.026722517,0,1083,311,0,20,0,11,98,65,32,85,0,0,1973,311,69,242,42,0,0,42
ACSSF,HI,150,0,15,3,2600,1,1500000US150030026001,"Block Group 1, Census Tract 26, Honolulu County, Hawaii",,,1.50E+11,127825,0,15,"Block Group 1, Census Tract 26, Honolulu County, Hawaii",424100,54655,1149,661,0.04935351,0.04935351,0,1830,604,0,14,15,63,102,275,82,53,0,0,1976,604,281,323,57,0,30,27
ACSSF,HI,150,0,15,3,2600,2,1500000US150030026002,"Block Group 2, Census Tract 26, Honolulu County, Hawaii",,,1.50E+11,214661,0,15,"Block Group 2, Census Tract 26, Honolulu County, Hawaii",589300,63203,721,424,0.082881078,0.082881078,0,1531,367,0,16,36,0,38,131,111,0,30,5,1974,367,158,209,57,36,0,21
ACSSF,HI,150,0,15,3,2600,3,1500000US150030026003,"Block Group 3, Census Tract 26, Honolulu County, Hawaii",,,1.50E+11,189871,0,15,"Block Group 3, Census Tract 26, Honolulu County, Hawaii",926100,46250,744,381,0.073309608,0.073309608,0,1554,381,0,0,58,26,46,33,123,32,15,48,1968,381,66,315,0,0,0,0
